"asc_smlr","asc_grtr","b_City_Midwest_smlr","b_City_Northeast_smlr","b_City_South_smlr","b_City_West_smlr","b_Age_GenZ_smlr","b_Age_Millenials_smlr","b_Age_GenX_smlr","b_Age_Older_smlr","b_Inc_Low_smlr","b_Inc_Mid_smlr","b_Inc_High_smlr","b_Vpp_Deficient_smlr","b_Vpp_Sufficient_smlr","b_Edc_LessBachelor_smlr","b_Edc_MoreBachelor_smlr","b_Gen_Female_smlr","b_Gen_NonFemale_smlr","b_Ngh_Urban_smlr","b_Ngh_NonUrban_smlr","b_Rac_White_smlr","b_Rac_Other_smlr","b_City_Midwest_grtr","b_City_Northeast_grtr","b_City_South_grtr","b_City_West_grtr","b_Age_GenZ_grtr","b_Age_Millenials_grtr","b_Age_GenX_grtr","b_Age_Older_grtr","b_Inc_Low_grtr","b_Inc_Mid_grtr","b_Inc_High_grtr","b_Vpp_Deficient_grtr","b_Vpp_Sufficient_grtr","b_Edc_LessBachelor_grtr","b_Edc_MoreBachelor_grtr","b_Gen_Female_grtr","b_Gen_NonFemale_grtr","b_Ngh_Urban_grtr","b_Ngh_NonUrban_grtr","b_Rac_White_grtr","b_Rac_Other_grtr","logLike"
-0.533858907170285,-0.516687320964586,-0.471559761120795,0.0411094865914735,-0.0145493723400475,-0.0888592017343622,0.0563945393448442,-0.0749654899130763,-0.194048729721863,-0.321236077631136,-0.125460403882468,-0.261767088280284,-0.146630068390441,-0.315621516557609,-0.218237458595195,-0.42041049522753,-0.113446075054416,-0.540595248976908,0.00673729545396981,-0.114401867636917,-0.419456888334315,-0.155697549904569,-0.378161736183238,-0.395289507838637,-0.148630684083908,0.150002076775143,-0.122768234228037,0.699873466114176,-0.0515158722784054,-0.380633936239062,-0.784410849695943,-0.293675581188445,0.0782061262231303,-0.301219201168193,-0.159115261688531,-0.357574316516362,-0.289726157085258,-0.226962198909989,-0.706313269398241,0.189625272381762,0.145831401383658,-0.662520144283578,-0.102621273470993,-0.414066818364465,-2716.62339491584
-0.535879780800907,-0.515898559089702,-0.474310431755298,0.0703060096014903,-0.0304204764039572,-0.101454805926279,0.0735497461591777,-0.0936212462107594,-0.213551593651025,-0.302253571617296,-0.0986131382679374,-0.260216383686834,-0.177048974104227,-0.298775976783838,-0.237103883090017,-0.456581591213967,-0.0792959121744738,-0.552415817652408,0.0165369862914119,-0.134783376981406,-0.401096241150458,-0.168895196686037,-0.366984973559728,-0.433437667236857,-0.096121987347939,0.159412380575898,-0.145750331976956,0.672746469482769,-0.0419046445241126,-0.350125782218239,-0.796614447362028,-0.282055923973562,0.0637631966443621,-0.2976072355333,-0.164558906291994,-0.351341876435954,-0.269178931299973,-0.246720637478902,-0.708008643985441,0.192109405950709,0.129853895730794,-0.645753864024568,-0.0921116575921381,-0.42378764954708,-2714.91320829198
-0.536204872664471,-0.518505922249724,-0.431513427728864,0.126756165001185,-0.049767731630781,-0.181679719138002,0.105589891490189,-0.074219218752664,-0.200776387645763,-0.366796243770617,-0.0742303989157209,-0.262985925013797,-0.198987632940515,-0.267603548165218,-0.268601477541789,-0.471865921730413,-0.0643370099227455,-0.523855035315693,-0.0123489193315568,-0.104510174253208,-0.431694474087124,-0.13131205443711,-0.404893233380708,-0.479786829428533,-0.0565770101672886,0.0722021087248492,-0.0543433605619723,0.602796063813476,0.0382176560040803,-0.267912275713543,-0.891607053400373,-0.266802087032811,0.0302150669310623,-0.281920651032162,-0.19818367257619,-0.320324281479758,-0.310733611928397,-0.207773157309585,-0.715874163388893,0.197367548180564,0.0828138577049352,-0.601321109160366,-0.194232759035768,-0.324273821131919,-2707.81810571896
-0.534632653511132,-0.520109917731305,-0.38937406125172,0.0867970447432591,-0.0489216654342638,-0.183133774435454,0.0894803202960702,-0.0704033278000434,-0.167750746619797,-0.385956082873128,-0.13195790896782,-0.210410428045524,-0.192263573090859,-0.275893699158412,-0.258739146717492,-0.484799015174869,-0.0498318549281316,-0.524097626298931,-0.0105341247520953,-0.140251499364154,-0.394380906173481,-0.181275166959486,-0.353357916618101,-0.440756358691396,-0.0878873515864241,0.0393587777588542,-0.0308242080541377,0.616486589028212,0.0583791775780923,-0.255707435185135,-0.939267859385102,-0.268918320499252,0.029694902567668,-0.280888403923995,-0.2011100201102,-0.319001842047725,-0.315590617605393,-0.204520075564848,-0.718973547360022,0.198862931165151,0.0642142551995968,-0.584325460570323,-0.199683429393225,-0.320427107127582,-2703.48306070699
-0.533887130478972,-0.515580401264525,-0.361420224656471,0.0680303073117701,-0.0644613334693534,-0.17603567423253,0.0707253588595532,-0.0767845236597105,-0.182025233460594,-0.345799932705387,-0.142942784766488,-0.191214870029076,-0.199728774073495,-0.271908133282063,-0.261979203144454,-0.485321241340397,-0.0485641359429946,-0.52650004287764,-0.00738618040126449,-0.128845780925926,-0.40504109241997,-0.181522092073273,-0.35236546662678,-0.409907944424061,-0.0947900804909499,0.0509391385189924,-0.0618207542026228,0.640932920841019,0.0511019499523274,-0.250740726560875,-0.956874133814119,-0.289640763309883,0.0444438235952682,-0.270385391626771,-0.209506647997569,-0.306075679379625,-0.318597659671077,-0.196983480993216,-0.725815481721255,0.210234389017202,0.0627596062254798,-0.578341281584472,-0.217043785969566,-0.298537227923273,-2702.72080507289
-0.532780630989988,-0.516257811813083,-0.348246853438242,0.0712712532791504,-0.0666642357552396,-0.189140588195151,0.0640201698558548,-0.0846082934680776,-0.187390444162031,-0.324799262199391,-0.138825754484363,-0.191884888471453,-0.20206929831184,-0.271228120699119,-0.261552713602842,-0.486710211511918,-0.046068667668863,-0.522888391725896,-0.00989132798871524,-0.126425269776526,-0.406355098464008,-0.181714030678123,-0.351067022956014,-0.405160639744704,-0.103147640515291,0.0460612300007539,-0.0540100085267415,0.650191143272102,0.0524803927773943,-0.257973635196252,-0.960955301993351,-0.293891932330514,0.041271937078645,-0.263639748791804,-0.207516177781666,-0.308743562589325,-0.317147501280243,-0.199111038589369,-0.72339209380436,0.207133594717255,0.0661676393098872,-0.582426723469853,-0.213880877212855,-0.302377548735497,-2702.59093853153
-0.534483393791312,-0.516706777584472,-0.290301832587738,0.0240849580133969,-0.0995815623301342,-0.168684871126059,0.0246456334860752,-0.0632531060566429,-0.172746117120052,-0.323127018002052,-0.0921370870940195,-0.231400743200914,-0.210944934461398,-0.258468502237741,-0.276015089442946,-0.513147846713073,-0.0213338432998403,-0.530328529931245,-0.00415384728853525,-0.138988469859168,-0.395494527743337,-0.219556200077293,-0.314927454416961,-0.397914909503483,-0.0701027052737678,-0.00764488829194255,-0.0410435552930026,0.681776826602344,0.0527271649376797,-0.287517500313151,-0.963692848877594,-0.276368076643886,0.0269291374060688,-0.26726985913392,-0.197880269676131,-0.318828456178798,-0.335962533277467,-0.180744644545487,-0.736382633253004,0.21967513540541,0.0528766423734439,-0.569584695047298,-0.226341796156521,-0.290365798357528,-2702.56095750053
-0.534102453138913,-0.516354941720919,-0.266179478469468,0.0342386702596339,-0.11348735447455,-0.188674386465913,0.0130083741433646,-0.0608785907959611,-0.156980281271191,-0.32924917677156,-0.122535187682664,-0.180563325939294,-0.23100338359325,-0.271030983840165,-0.263071661530585,-0.52920804755357,-0.00489277685897961,-0.532451148450396,-0.00165011868585753,-0.159468852361947,-0.374633012045856,-0.224161640429954,-0.309940828024671,-0.385819643692476,-0.0718217303135528,-0.01647172515596,-0.0422411652936609,0.682233459367516,0.0611524428106807,-0.268195372810324,-0.991545035740199,-0.264751209684778,0.0267819100387581,-0.2783878009046,-0.200130961361761,-0.316225957742076,-0.340528080404494,-0.175826764754821,-0.739860272869954,0.223504553433187,0.0437722604135842,-0.560128492710223,-0.227150449931147,-0.28920562458953,-2701.45686823345
-0.533415136444891,-0.516593046433444,-0.275764276688185,0.0322588901358705,-0.100764038263347,-0.189145877577188,0.0200982461962242,-0.0718590509841019,-0.155663048657124,-0.32598851779145,-0.13514062283941,-0.179804226764723,-0.218469765329472,-0.257523640213525,-0.275891686777508,-0.528911554583047,-0.00450198199004302,-0.532085098648926,-0.0013287910378,-0.158608578854512,-0.374805892357875,-0.242436479701506,-0.29097858715671,-0.384176998326212,-0.0828994166803732,-0.0111895636697335,-0.0383264015487237,0.673808457279882,0.0778653077252003,-0.259777237276163,-1.00848913914119,-0.279334480261836,0.0338586380157007,-0.271119402259697,-0.206825088881652,-0.30976993914858,-0.334275859553482,-0.182316918651136,-0.739252372979013,0.222658537598701,0.0385380556905177,-0.555132394249245,-0.230328487488329,-0.286265792613241,-2701.07253726756
-0.533237634638136,-0.516816911660059,-0.278917138434801,0.0260689669159882,-0.0936785326148227,-0.18671109647624,0.0226440851900435,-0.0684675383990401,-0.162673370832152,-0.324738046494518,-0.137082720617578,-0.179792942439988,-0.216361458694249,-0.261872902784862,-0.271364916252639,-0.531007518731912,-0.00222851195114241,-0.532835311382555,-0.000401064771690593,-0.16103953134052,-0.372197416291102,-0.243085031995099,-0.2901525137549,-0.386356633809257,-0.0847263993953167,-0.00953339509035413,-0.0361998269858801,0.671680117657157,0.0788521566882907,-0.255130005844464,-1.01221874450548,-0.285068180432038,0.0286027028772965,-0.260353642906589,-0.201681586779461,-0.315137307560463,-0.329207911997951,-0.187608698443285,-0.738871191142629,0.222053484548982,0.0387815292496402,-0.555599723316747,-0.236525080815533,-0.280293078752902,-2701.02325912613
-0.532894997726024,-0.516630180434333,-0.276761491228825,0.0180088945408891,-0.0857475654835149,-0.188394990044637,0.0243195034793199,-0.0679268273951931,-0.16311445542875,-0.326170493286117,-0.138017486833849,-0.176212470885234,-0.218664527405791,-0.267037059028432,-0.265858111040742,-0.532286750608279,-0.00060661937585008,-0.53274367739522,-0.00015006448149535,-0.160435301649658,-0.372458967470121,-0.239066941019488,-0.293827946597151,-0.389470405278733,-0.0817427265681236,-0.00895031031819002,-0.0364661285993713,0.669992153829846,0.0878626193347512,-0.260236738676074,-1.01424775392413,-0.290703207662981,0.0304302592657647,-0.256359492867981,-0.20900655038849,-0.307625615513224,-0.325776446462945,-0.190853402248057,-0.738820543715245,0.222189542907612,0.0365561988649801,-0.553187648593449,-0.233131977947328,-0.28349945209832,-2700.99668008997
-0.53247827603463,-0.518042148961629,-0.266984530966618,0.0220320417830493,-0.0569922138823049,-0.230533501218516,0.0310408462648549,-0.0871251917821334,-0.142400504338608,-0.33399138432486,-0.179033204954085,-0.134615830493022,-0.218828784814492,-0.263402529583693,-0.269075700724787,-0.532221371057432,-0.00025482248908651,-0.529785743597231,-0.00269145044551591,-0.15938220902918,-0.37309459027878,-0.238321735093526,-0.294156075623454,-0.404663194275895,-0.0947029734945864,0.0210782547308461,-0.0397543504234852,0.655179047988103,0.0780229469137394,-0.210276324335669,-1.04096702571907,-0.310747449361098,0.0590567843518002,-0.266354575417568,-0.204693506062707,-0.313350595855858,-0.314931243459319,-0.203109997501029,-0.734143860127802,0.216100572910803,0.0395272439935462,-0.557570272073836,-0.230459648819678,-0.287583652823497,-2700.76766454656
