"","asc_smlr","asc_grtr","b_City_Midwest_smlr","b_City_South_smlr","b_City_Northeast_smlr","b_Age_Millenials_smlr","b_Age_GenX_smlr","b_Age_Older_smlr","b_Inc_Mid_smlr","b_Inc_High_smlr","b_Vpp_Sufficient_smlr","b_Edc_MoreBachelor_smlr","b_Gen_NonFemale_smlr","b_Ngh_NonUrban_smlr","b_Rac_Other_smlr","b_City_Midwest_grtr","b_City_South_grtr","b_City_Northeast_grtr","b_Age_Millenials_grtr","b_Age_GenX_grtr","b_Age_Older_grtr","b_Inc_Mid_grtr","b_Inc_High_grtr","b_Vpp_Sufficient_grtr","b_Edc_MoreBachelor_grtr","b_Gen_NonFemale_grtr","b_Ngh_NonUrban_grtr","b_Rac_Other_grtr"
"asc_smlr",0.0181640712577911,0.0080370525221643,-0.00239871537050451,-0.00197812922208254,-0.00214026712612835,-0.0102591238905327,-0.0099400720208006,-0.0100034794956421,-0.0029227901818245,-0.00277359623306064,-0.00241657498364257,-0.000428597529443401,-0.00139153476353895,-0.00357291791734965,-0.00299495083273663,-0.00103000869346456,-0.000818837428157708,-0.00092430032818632,-0.00443842957109146,-0.00427895566011113,-0.0042837262176777,-0.00141442179782776,-0.00132935955589376,-0.00114093901333748,-0.000192734173451688,-0.00065769785973471,-0.00169107364114382,-0.00129782780756888
"asc_grtr",0.0080370525221643,0.0310046479946528,-0.00104261698059562,-0.000840378524487689,-0.00092704243611781,-0.00441086649692465,-0.00423749505275569,-0.00424450093471807,-0.0014212610610045,-0.00133595271893269,-0.00112851889514983,-0.000221033325352606,-0.000706451479089488,-0.00166191496256231,-0.00131807921064306,-0.00454815371576828,-0.00390256681741863,-0.00394837502440639,-0.0146172070661645,-0.0139769100861957,-0.0140011108969406,-0.00652615426228826,-0.00598960276858506,-0.00443753847587013,-0.00184524281042723,-0.00385023300026132,-0.00556616515539021,-0.00530545926405464
"b_City_Midwest_smlr",-0.00239871537050451,-0.00104261698059562,0.00794791498995952,0.00259056891060469,0.00250499696309345,-0.000189368802356888,-0.000226493430709059,-0.000255317603602756,3.91676888893167e-05,0.000346731007058267,0.000113499453292093,5.63234748636475e-05,2.09612313267269e-05,-0.000377870701724207,0.000107121139690024,0.00354351122524462,0.00114138270889614,0.00109998200948891,-8.13937322932094e-05,-9.39466675729314e-05,-0.000106082875292212,1.68546927027476e-05,0.000155126783155002,4.89141019011799e-05,1.38558387067671e-05,1.3903198650637e-05,-0.000187689475680787,6.37619285019242e-05
"b_City_South_smlr",-0.00197812922208254,-0.000840378524487689,0.00259056891060469,0.00779960133095901,0.00256846329112388,-8.09987581918992e-05,-0.00014735843475427,-0.000206780915609827,-3.96615425737436e-05,-3.02280014436276e-05,-6.37269820014253e-06,-0.000194427063816349,-4.71097695950144e-05,-0.000348862380127678,-0.000299177603859534,0.00113796051297346,0.00368699362715619,0.00113168356566728,-4.87433500334011e-05,-7.7164230475435e-05,-9.84150169949275e-05,-1.77557745190656e-05,-1.85940491448349e-05,-1.10185613551345e-05,-9.61417596384626e-05,-3.47272191045607e-05,-0.000153386738842364,-0.000136706703836788
"b_City_Northeast_smlr",-0.00214026712612835,-0.00092704243611781,0.00250499696309345,0.00256846329112388,0.00748845020698977,-0.000151800362402346,-0.000211185575157425,-0.000495667009507617,-0.000189935785081253,-0.000244917928716828,-0.000497332341592647,-0.000165287944996468,-0.00010166968568179,0.000484789599119044,-0.000266537222682232,0.00109774884639079,0.00112950238640958,0.00345413078274066,-6.64737170372123e-05,-9.45323697605809e-05,-0.000237968154880864,-9.55500062482799e-05,-0.000120523466053483,-0.000222048693463961,-8.04255543470627e-05,-4.81911450255827e-05,0.000212917804974703,-0.00012663116663494
"b_Age_Millenials_smlr",-0.0102591238905327,-0.00441086649692465,-0.000189368802356888,-8.09987581918992e-05,-0.000151800362402346,0.0142702459161021,0.0113382303941094,0.0111761662024437,-0.000428010184068022,-8.00316460535459e-05,0.000634429083444224,-0.0019633693045629,-0.000532507618610391,0.000687068913214412,0.000562453393478911,-9.29335131530985e-05,-7.94990882694041e-05,-7.33876210371081e-05,0.00629473126114806,0.00494813207905903,0.00486772427097045,-0.00019124870370223,-3.46573374894294e-05,0.000313156203102046,-0.000923997541873243,-0.000241317183925743,0.000319324590103256,0.000215143851334106
"b_Age_GenX_smlr",-0.0099400720208006,-0.00423749505275569,-0.000226493430709059,-0.00014735843475427,-0.000211185575157425,0.0113382303941094,0.0146931102071795,0.0113664497281344,-0.000539291082624254,-0.000856171298916932,0.000682288046540274,-0.00181160046725641,-0.00061183335262705,0.00045893264278678,0.000656428216667021,-0.000110388727905921,-0.000124824252225432,-0.000107927728437462,0.00495019259459061,0.00651057145276142,0.00494641452481407,-0.000235701571825372,-0.000384238786399111,0.000331325010455707,-0.000868063664291134,-0.000271675399796334,0.00022193005565941,0.000219846004528657
"b_Age_Older_smlr",-0.0100034794956421,-0.00424450093471807,-0.000255317603602756,-0.000206780915609827,-0.000495667009507617,0.0111761662024437,0.0113664497281344,0.0156946320859111,-0.000248456804973957,-0.00053086077552955,0.000742116720015724,-0.00159981873474547,-0.000430737429312038,-4.34999019568615e-05,0.00103776708148521,-0.000125257035519887,-0.000160033705843925,-0.000251811229420516,0.00487188510545904,0.00495098610184879,0.00694412638149639,-0.000101697272579629,-0.00022910601302169,0.000353600989989185,-0.000766500450980776,-0.000193266127159691,-4.09551887492868e-06,0.000374807595521326
"b_Inc_Mid_smlr",-0.0029227901818245,-0.0014212610610045,3.91676888893167e-05,-3.96615425737436e-05,-0.000189935785081253,-0.000428010184068022,-0.000539291082624254,-0.000248456804973957,0.00739980469311404,0.0044036662910901,0.000281930510753406,-0.00117905721940218,-0.000120275589584942,-0.000210780094198915,0.000203677898023713,1.97092357778211e-05,-1.32685837488785e-05,-9.19417179289037e-05,-0.000188529697604289,-0.000234251087630532,-0.000101148083068086,0.0034871593703186,0.00209246305002774,0.000132920274246812,-0.000547954372967193,-5.62798140378109e-05,-9.18169841096279e-05,0.000111448882420914
"b_Inc_High_smlr",-0.00277359623306064,-0.00133595271893269,0.000346731007058267,-3.02280014436276e-05,-0.000244917928716828,-8.00316460535459e-05,-0.000856171298916932,-0.00053086077552955,0.0044036662910901,0.00758503808007302,0.000298633550571265,-0.00214906665129902,-0.000189228004489219,-0.000446641805186584,0.00094850990040598,0.000159723936879195,-6.66844667955888e-06,-0.000116390789843669,-3.57769927747491e-05,-0.000386991466705766,-0.00023447174411184,0.0020880412149256,0.00350452394638197,0.00014139031910764,-0.000982693302580468,-7.28444470188612e-05,-0.000209831039027506,0.000455702869540583
"b_Vpp_Sufficient_smlr",-0.00241657498364257,-0.00112851889514983,0.000113499453292093,-6.37269820014253e-06,-0.000497332341592647,0.000634429083444224,0.000682288046540274,0.000742116720015724,0.000281930510753406,0.000298633550571265,0.00534339290502733,-4.3617871539068e-05,1.89923597538151e-05,0.00050345117565208,-0.000270938072743814,4.57330696800278e-05,-1.64974391770511e-05,-0.000225352504018217,0.000305913751708387,0.000324496205602186,0.00034639431850156,0.000134247982604532,0.00014256813346212,0.0024909261375608,-2.12599646228693e-05,6.91753592785523e-06,0.000248750736446214,-0.000144499128704181
"b_Edc_MoreBachelor_smlr",-0.000428597529443401,-0.000221033325352606,5.63234748636475e-05,-0.000194427063816349,-0.000165287944996468,-0.0019633693045629,-0.00181160046725641,-0.00159981873474547,-0.00117905721940218,-0.00214906665129902,-4.3617871539068e-05,0.00533506120830591,9.12394673969255e-05,2.31060641867418e-05,3.21405492949333e-05,2.02485713935069e-05,-7.55769939630188e-05,-7.17302963748973e-05,-0.000904795639072433,-0.000840659976236097,-0.000738666209469739,-0.00054952965337194,-0.000987486160528485,-1.99446255165299e-05,0.00246906618825585,3.44519575375417e-05,2.02128955846801e-05,5.47786249317813e-05
"b_Gen_NonFemale_smlr",-0.00139153476353895,-0.000706451479089488,2.09612313267269e-05,-4.71097695950144e-05,-0.00010166968568179,-0.000532507618610391,-0.00061183335262705,-0.000430737429312038,-0.000120275589584942,-0.000189228004489219,1.89923597538151e-05,9.12394673969255e-05,0.00427489231193106,0.000245612847090727,0.000147091945027346,2.4588430368592e-05,4.25677011515796e-06,-3.11704371747206e-05,-0.000215530165579787,-0.000233769680301836,-0.000152600396798415,-5.94194163566485e-05,-8.21985898694851e-05,9.77928474050002e-06,3.41469440399585e-05,0.00196116876705706,0.000102282277861968,0.00015195901398421
"b_Ngh_NonUrban_smlr",-0.00357291791734965,-0.00166191496256231,-0.000377870701724207,-0.000348862380127678,0.000484789599119044,0.000687068913214412,0.00045893264278678,-4.34999019568615e-05,-0.000210780094198915,-0.000446641805186584,0.00050345117565208,2.31060641867418e-05,0.000245612847090727,0.00479355229658015,0.00056925082205266,-0.000192828475551779,-0.000172852868721141,0.000199445142001589,0.000290124664169066,0.000175807867454918,-6.11237515781254e-05,-8.57370599374644e-05,-0.00019906199179676,0.000244744142700862,3.73877389543883e-05,0.000127367191856203,0.00221949806007519,0.000216071735461422
"b_Rac_Other_smlr",-0.00299495083273663,-0.00131807921064306,0.000107121139690024,-0.000299177603859534,-0.000266537222682232,0.000562453393478911,0.000656428216667021,0.00103776708148521,0.000203677898023713,0.00094850990040598,-0.000270938072743814,3.21405492949333e-05,0.000147091945027346,0.00056925082205266,0.0051977039215495,4.95851077633511e-05,-0.000148084459183394,-0.000124173262221895,0.000263361958981317,0.000305068250208771,0.000475034451287893,9.65383457444353e-05,0.000432988003661853,-0.000127635514817449,1.0718635852984e-05,6.61447720097394e-05,0.000261740716163323,0.00259434414636862
"b_City_Midwest_grtr",-0.00103000869346456,-0.00454815371576828,0.00354351122524462,0.00113796051297346,0.00109774884639079,-9.29335131530985e-05,-0.000110388727905921,-0.000125257035519887,1.97092357778211e-05,0.000159723936879195,4.57330696800278e-05,2.02485713935069e-05,2.4588430368592e-05,-0.000192828475551779,4.95851077633511e-05,0.0148233476041213,0.00489455336439352,0.00472875029950107,-0.000462665890816311,-0.000443253199080105,-0.000404689654522431,0.00011160143810497,0.00075066330107412,0.0001286322962362,7.05063783783477e-05,4.56842635827419e-05,-0.000845994634566883,0.000191362843810218
"b_City_South_grtr",-0.000818837428157708,-0.00390256681741863,0.00114138270889614,0.00368699362715619,0.00112950238640958,-7.94990882694041e-05,-0.000124824252225432,-0.000160033705843925,-1.32685837488785e-05,-6.66844667955888e-06,-1.64974391770511e-05,-7.55769939630188e-05,4.25677011515796e-06,-0.000172852868721141,-0.000148084459183394,0.00489455336439352,0.0144208533279809,0.00484756800624305,-5.14876759727381e-05,-0.000146880357380276,-0.000191374085348442,-4.66503727737418e-07,-0.000156485410306448,-4.72025985450764e-05,-0.000470880689877006,-1.81568795597697e-05,-0.000627355285830076,-0.000379145715864409
"b_City_Northeast_grtr",-0.00092430032818632,-0.00394837502440639,0.00109998200948891,0.00113168356566728,0.00345413078274066,-7.33876210371081e-05,-0.000107927728437462,-0.000251811229420516,-9.19417179289037e-05,-0.000116390789843669,-0.000225352504018217,-7.17302963748973e-05,-3.11704371747206e-05,0.000199445142001589,-0.000124173262221895,0.00472875029950107,0.00484756800624305,0.0143127581877206,-0.000278902899531269,-0.000418504357380552,-0.000966511931828046,-0.000391733760265546,-0.000421306095430445,-0.000896239374195535,-0.000348156744170258,-0.000110014751021457,0.000856288185646979,-0.000562087503888946
"b_Age_Millenials_grtr",-0.00443842957109146,-0.0146172070661645,-8.13937322932094e-05,-4.87433500334011e-05,-6.64737170372123e-05,0.00629473126114806,0.00495019259459061,0.00487188510545904,-0.000188529697604289,-3.57769927747491e-05,0.000305913751708387,-0.000904795639072433,-0.000215530165579787,0.000290124664169066,0.000263361958981317,-0.000462665890816311,-5.14876759727381e-05,-0.000278902899531269,0.0223966031501133,0.017923737229668,0.0176480661157101,-0.000621518018048314,-0.000330207697930848,0.00120831502215813,-0.00423008979862367,-0.00117630784774635,0.00121113074675036,0.000982118210546198
