"","asc_smlr","asc_grtr","b_City_Midwest_smlr","b_City_South_smlr","b_City_Northeast_smlr","b_Age_Millenials_smlr","b_Age_GenX_smlr","b_Age_Older_smlr","b_Inc_Mid_smlr","b_Inc_High_smlr","b_Vpp_Sufficient_smlr","b_Edc_MoreBachelor_smlr","b_Gen_NonFemale_smlr","b_Ngh_NonUrban_smlr","b_Rac_Other_smlr","b_City_Midwest_grtr","b_City_South_grtr","b_City_Northeast_grtr","b_Age_Millenials_grtr","b_Age_GenX_grtr","b_Age_Older_grtr","b_Inc_Mid_grtr","b_Inc_High_grtr","b_Vpp_Sufficient_grtr","b_Edc_MoreBachelor_grtr","b_Gen_NonFemale_grtr","b_Ngh_NonUrban_grtr","b_Rac_Other_grtr"
"asc_smlr",1,0.119871990680942,-0.172555262199739,-0.173778260342109,-0.22730647798193,-0.647158019420107,-0.609644768508999,-0.559357138080545,-0.204224444393674,-0.227464978381286,-0.203541526201925,-0.144152776083953,-0.269586552433713,-0.364059547285484,-0.264890623033808,-0.0212505802441974,-0.0113797949049445,-0.0167604963608503,-0.0851296817782078,-0.082011847283824,-0.0617333531090413,-0.0293007635182933,-0.0238061383432983,-0.0287320235456161,-0.00252609676081001,-0.00716785402994922,-0.0344296620787771,-0.0360029679070818
"asc_grtr",0.119871990680942,1,-0.0210212431119005,-0.0162302999497693,-0.024033813655137,-0.0780717272639889,-0.0765818772649932,-0.0696505966031107,-0.0369413583366771,-0.0322861051182562,-0.0340242030117406,-0.0102770983942147,-0.0255046542337224,-0.0405576866304801,-0.0398742912948912,-0.173658115245277,-0.189998834493719,-0.163852279301874,-0.492984979986282,-0.443601350402221,-0.308058289067057,-0.299577166809334,-0.278361481505741,-0.282481166927631,-0.0654963620340939,-0.324838212947397,-0.331392587521737,-0.293777950542741
"b_City_Midwest_smlr",-0.172555262199738,-0.0210212431119004,1,0.34312577495822,0.326136538784979,-0.0303167125527565,-0.0380376142724634,-0.0260309067973568,-0.0258241568575297,0.0709660153676434,0.0507784526120552,-0.0343103065760969,0.0679529292910023,-0.125513904696657,0.0380088877716145,0.086190635078718,0.0375212867418677,0.0367036017606035,-0.00462260466136914,0.000270085552203158,0.000713656900371665,-0.00687323503304484,-0.000293090873451124,0.00355713443744764,0.00151129868506608,-0.00756197112859875,-0.00208000740930787,0.00472019753323497
"b_City_South_smlr",-0.173778260342108,-0.0162302999497692,0.343125774958219,1,0.36145695337477,0.0166811625664521,0.00867123533182697,0.0225542812475325,-0.0536675817723263,-0.0178851497684195,0.0139140650499681,-0.0308578286593749,0.0422555960521666,-0.126639445400083,-0.0374661916318604,0.0352803106049931,0.115789576163273,0.0404222008965711,-0.00992971159389917,-0.0060093851472388,-0.00567429063158632,-0.00633245469992473,-0.00757013356321834,0.00145354254823097,0.00234432608280917,-0.00321497334008404,-0.00453358741392342,-0.00378575095418494
"b_City_Northeast_smlr",-0.227306477981929,-0.0240338136551369,0.326136538784979,0.36145695337477,1,0.0152663114172297,0.0178417327702929,-0.00631953810884523,-0.0715613473830724,-0.0818802156182545,-0.114493857522313,-0.00409576544521858,0.0635886358671922,0.118950753012126,-0.0405643690176702,0.0371526361784265,0.0428273113704673,0.121925349867665,-0.00339886990903769,-0.00189793121468983,-0.00598268937310934,-0.000544415394697564,-0.00465717882509239,-0.00472723125930263,-0.00607967109848985,-0.000812674686337096,0.00617511146413779,-0.00665215035164123
"b_Age_Millenials_smlr",-0.647158019420105,-0.0780717272639891,-0.0303167125527566,0.0166811625664521,0.0152663114172295,1,0.803556798489636,0.750133258572386,-0.0776566441081555,-0.0232456159673912,0.0269724916495472,-0.174858833713299,-0.00717690595140066,0.142850666085251,0.0554958249175928,-0.00279506404804908,-0.0136708327433619,-0.00691425667242118,0.143475535536557,0.113780157047513,0.0845146372061786,-0.0050258385228722,-0.00473532133982932,0.00712188853105798,-0.033997744569872,-0.0175600351406975,0.00400313194610671,0.00987444231381695
"b_Age_GenX_smlr",-0.609644768508999,-0.0765818772649931,-0.0380376142724631,0.00867123533182727,0.0178417327702932,0.803556798489636,1,0.742178140326411,-0.0505617811661549,-0.0986691367071029,-0.00196311771914615,-0.170782558845271,-0.00795287869219106,0.121760426673242,0.0382067592608412,0.00203496898434482,-0.0106720183508905,-0.00629780109705564,0.116565836218498,0.137976098650528,0.0850589279939026,-0.00503479716274266,-0.0102941508836619,0.00747581674127307,-0.0325274470535546,-0.0207551626787511,0.00268328297482191,0.0129655751990448
"b_Age_Older_smlr",-0.559357138080543,-0.0696505966031106,-0.0260309067973567,0.0225542812475326,-0.00631953810884504,0.750133258572386,0.74217814032641,1,-0.0597545059054862,-0.042047053258566,0.010503329877276,-0.147391967516882,-0.0431703341950982,0.0255402231136878,0.0715961522468284,0.00236968466582585,-0.00974775335046549,-0.0104787953535269,0.109232845061495,0.106656552701064,0.111440845784451,-0.00504509388152168,-0.00544807050099284,0.00621632435271313,-0.0296743738301528,-0.0215197662940989,-0.00658891890950911,0.0140690270196764
"b_Inc_Mid_smlr",-0.204224444393672,-0.036941358336677,-0.0258241568575297,-0.0536675817723263,-0.0715613473830721,-0.0776566441081551,-0.050561781166155,-0.0597545059054864,1,0.623315682747027,0.0217998284706132,-0.188095471265818,-0.0190671143845866,-0.0559337396880224,-0.0020959756266536,-0.00821938235431094,-0.00547181097740792,0.00244552023688501,-0.0075942632852405,-0.00836116158149182,-0.00596894613358535,0.115399512646743,0.0674414537764761,0.0068085063712318,-0.0154686535388076,0.00799313964214679,-0.00517967352346758,-0.00215696192428412
"b_Inc_High_smlr",-0.227464978381284,-0.0322861051182561,0.0709660153676432,-0.0178851497684195,-0.0818802156182542,-0.0232456159673906,-0.0986691367071026,-0.042047053258566,0.623315682747027,1,0.0555886707523602,-0.303322775205985,-0.0110468571665638,-0.0946088171031127,0.138626482144122,-0.00242405006324485,-0.00743964551285255,-0.00431314375878352,-0.00449403897989573,-0.0117950306108652,-0.00674184099409745,0.071125080745257,0.110243817362328,0.00874077524952449,-0.038683385892512,0.00035686896600494,-0.00536232298705347,0.0129275470402768
