"asc_smlr","asc_grtr","b_FA1A_smlr","b_FA2A_smlr","b_FA3A_smlr","b_FA4A_smlr","b_FA5A_smlr","b_FA6A_smlr","b_FA1H_smlr","b_FA2H_smlr","b_FA3H_smlr","b_FA4H_smlr","b_City_Northeast_smlr","b_City_South_smlr","b_City_West_smlr","b_Age_Millenials_smlr","b_Age_GenX_smlr","b_Age_Older_smlr","b_Inc_Mid_smlr","b_Inc_High_smlr","b_Vpp_Sufficient_smlr","b_Edc_MoreBachelor_smlr","b_Gen_NonFemale_smlr","b_Ngh_NonUrban_smlr","b_Rac_Other_smlr","b_FA1A_grtr","b_FA2A_grtr","b_FA3A_grtr","b_FA4A_grtr","b_FA5A_grtr","b_FA6A_grtr","b_FA1H_grtr","b_FA2H_grtr","b_FA3H_grtr","b_FA4H_grtr","b_City_Northeast_grtr","b_City_South_grtr","b_City_West_grtr","b_Age_Millenials_grtr","b_Age_GenX_grtr","b_Age_Older_grtr","b_Inc_Mid_grtr","b_Inc_High_grtr","b_Vpp_Sufficient_grtr","b_Edc_MoreBachelor_grtr","b_Gen_NonFemale_grtr","b_Ngh_NonUrban_grtr","b_Rac_Other_grtr","logLike"
-0.433726256118827,-1.31067807230282,0.0299032001833388,0.135819697760688,-0.0165938682918504,0.0421965017781313,-0.126520212788919,0.004599588826006,0.0189416695023502,-0.126635091592174,0.0637183083855607,0.126190450072045,0.0825020952159521,0.152844003445952,-0.0075261185445908,0.196188015369754,0.274350485793122,0.319494282616197,-0.0590799375335721,-0.048244700473118,-0.0329159548626026,-0.0433381777355917,0.00564805525208823,-0.0158298685458528,0.447768995055534,-0.00985371859817323,0.287094479799189,0.0354699876763332,0.033139703428927,0.0326155144429377,0.0374500996354762,0.0507962012646855,0.20362042098395,-0.0647639852627298,0.104752746508551,-0.0740596708984276,0.085464835669672,-0.0933118245919151,-0.321072344338069,-0.417863964983241,-0.402936053473245,-0.00621092844949192,0.0574834328027766,0.0592676665551924,0.462709764532094,0.526259049795789,-0.0721910785845754,0.140091097426742,-4476.20823892868
-0.607020175586458,-1.47164350112406,0.0236787247395842,0.135416992175515,0.0418971356654996,0.0274140914318696,-0.14554392118551,0.02232131915153,0.0331889250142257,-0.124940067829809,0.10921007281618,0.0936548919229134,0.177368548134394,0.298435358888963,0.0851685153238876,0.26893608579275,0.37717318685992,0.414083941233906,0.00260921064521416,0.00861572844524126,0.00714308286192322,-0.095971299276489,-2.54840352642161e-05,-0.023235142858724,0.385288394135945,0.0836254959367033,0.264678712638312,0.0856750646595434,0.00113897345901692,0.0262027147298112,-0.00994983449213936,0.0492211814008015,0.201298687754009,-0.0414828195613036,0.0937768731805802,0.0510559399547449,0.223423153621399,0.0246306794657648,-0.238315698557997,-0.392997011115817,-0.369156491254673,0.086306528287718,0.131161654626641,0.00256241565154604,0.383735822610104,0.597296367467148,-0.129275184940002,0.156972939375928,-4474.86188356096
-0.725076511111068,-1.57081086496991,0.0426145535401816,0.16327082554645,0.0572263970754929,-0.0245474133975081,-0.123188478860915,0.0392072223980437,0.0387657531376644,-0.144963697559716,0.0878334352949723,0.10373137701117,0.216551753317008,0.377902795398167,0.184465642383887,0.360168040173946,0.395955820610261,0.473788315267281,-0.00807841054001644,-0.0155232341834618,0.0349769697291554,-0.0959639720983306,-0.00541860363171986,-0.0360037582035931,0.403516149971751,0.0448913948186982,0.237199237001253,0.125717969721311,-0.0183648156665378,0.047179347168405,0.0440218301739319,0.0551658507373222,0.234377425655927,-0.0560774801535123,0.0971862775315047,0.100989166638952,0.347307653738331,0.122887228910172,-0.182798900616555,-0.333999811719982,-0.304210648151093,0.165565574665475,0.16362408920313,-0.0580421131788365,0.291239176589266,0.626011359699207,-0.192452846490004,0.170952742769594,-4472.99499722211
-0.818760884505283,-1.65905129756296,-0.0144048485245461,0.134811505834799,0.0501024997441958,0.0613114881283787,-0.132478023299722,0.0325868127886433,0.0338987808235399,-0.147652726333969,0.0795227277426251,0.123185345171838,0.244732211454977,0.428607011241319,0.26479478554123,0.424921400617351,0.417124311197508,0.530391962523052,-0.0628039318020187,-0.0909054072475045,0.0234667111077607,-0.0551927923265547,-0.00217318597935585,-0.0420741648302191,0.478917178626265,0.0228710219947113,0.270672899952607,0.127686287822873,0.0136615020508851,0.0115573634463981,0.0561950544649654,0.0509998228558233,0.214688167147472,-0.0592739371459143,0.118291417351649,0.11700730797244,0.476284496492354,0.218227394392078,-0.127499844444755,-0.244008951807332,-0.184204627571722,0.209970592870201,0.214690502158919,-0.0986221758556514,0.217501261168263,0.598138101347445,-0.258477032509983,0.170640687994184,-4470.42136919656
-0.851299917262844,-1.73949209940128,0.00597276393217544,0.174809756402983,0.0494686488992984,0.0357273968411142,-0.128546437358418,0.0143379810233607,0.0104949104221452,-0.129734924692057,0.097941162096334,0.116193770501697,0.263401176421565,0.449606830207586,0.261668383146128,0.399744974170534,0.489350015641597,0.558703727570373,-0.135766859235384,-0.159449757058247,-0.0263086313389641,-0.0184254866454934,0.0287615269625636,-0.0289343213271497,0.517533019635967,0.0272447360206961,0.276887639205313,0.0794378087232443,0.0745847969386547,0.0453805405111366,0.0182435184446156,0.0812804536632596,0.228684001364975,-0.0750749537029818,0.133186153070941,0.105365722870596,0.540989503545287,0.268033686908454,-0.0626915415810807,-0.173464365755213,-0.0458032127578279,0.18898902185502,0.242838258107498,-0.104226576699016,0.197750263551913,0.513966161732665,-0.284822845993795,0.16525906958457,-4466.78864293893
-0.816398893499016,-1.83113411672684,-0.00247041576572097,0.155970636869811,0.0310728514564998,0.0598914421832648,-0.0873155990909704,0.0365554182520659,0.051542199928771,-0.148606152296911,0.0670404040089706,0.13892564311991,0.251101018761325,0.436730398259266,0.222666616271281,0.359309524139113,0.534239688605784,0.591085309677219,-0.205798747099542,-0.214736656729987,-0.0669833393760456,0.00209515797057985,-0.00291816161458109,0.00973592710361094,0.483194990408562,0.0554321530356085,0.313541019575045,0.0481566451980741,0.00852975276645075,0.121844091168396,0.00975751156846468,0.0702342031498517,0.294276706049623,-0.0812302526585462,0.121623058277123,0.0979460702215045,0.539000041108302,0.248864071658366,0.0247354793690602,-0.0838170511513674,0.0985105867896836,0.126521791038521,0.196902930306239,-0.0835517156012311,0.202463924000782,0.442873234540252,-0.271456566893382,0.179160518838673,-4462.72657987873
-0.684651085659264,-1.95835869441804,-0.00715948302688249,0.224716533790039,0.0415640280343042,0.0399506825782138,-0.103493379719596,0.023004541872109,0.0141101678844982,-0.136143780535306,0.0743460454650399,0.146776070503712,0.202241699739132,0.365834849559667,0.149255489291711,0.391726689840911,0.495653150371429,0.613322627642287,-0.236493209198601,-0.288662198856666,-0.0540902034706548,-0.00346005393096828,-0.0844117055160408,0.0272174568633156,0.389652936071803,0.0706579346006474,0.404873326472808,0.100961671790077,-0.00981981766202958,0.0973236359486523,0.0214865624775637,0.0487577763271584,0.306972830557223,-0.076358050799263,0.126180188403256,0.0984538300433244,0.456910395014333,0.142558305558803,0.141569647621709,0.0910393531142836,0.300846769525561,-0.00953309728094612,0.0635688977047229,-0.0334192549750232,0.245362307408225,0.384672907707729,-0.198173124217266,0.210538791554817,-4451.29493632989
-0.598533244231577,-2.00074671096445,-0.014008085078332,0.161146020470318,0.107601619456357,0.0656145106253237,-0.0973374047231303,0.0268138427179136,0.0212076297273896,-0.123600228248502,0.0715823880297048,0.154776639560448,0.150711749878,0.269956645625688,0.0889337106019162,0.36334261462579,0.49790026743068,0.561228189103193,-0.215209845625743,-0.288129190522163,0.0260599206941838,-0.0392828704876677,-0.0739060119490084,-0.0364728212514025,0.424809235042698,0.0570447563031575,0.345454171005236,0.156512584841968,0.0344023704593042,0.09591028946678,0.0275914744855777,0.0970003535912509,0.327299911805455,-0.0886806633268407,0.145262914522254,0.0492628963452491,0.333234253645755,0.105220785040477,0.247284340157811,0.152212619381714,0.362366841774389,-0.0785333395375614,-0.0562978426432087,-0.0349444272950886,0.273900675608483,0.408649075227872,-0.139200621418372,0.157887066636527,-4445.56313116002
-0.586423593146499,-1.97203870325858,-0.0165677562540237,0.194367253828626,0.0456536339820814,0.0879146290309274,-0.0725827695808817,0.0161885365236035,0.029620751748786,-0.1688779453396,0.0653192984101879,0.161484459000159,0.0773279152815728,0.197975743176289,0.0518776709351656,0.335694738433721,0.460906079350049,0.500076637962733,-0.191170406323651,-0.22985147297236,0.0185188622516659,-0.03422480052904,-0.0274900714422647,-0.0394125794094541,0.433123728639499,0.0956368147881999,0.311957678653176,0.183651116353136,0.082295449163505,0.101628360403772,0.0221970475055692,0.0704317964444189,0.313273115481245,-0.0826019677059605,0.143063997963616,-0.0121867983996994,0.239412526420007,0.100671414137828,0.286408749173799,0.1687885554125,0.317469795028013,-0.100970346295158,-0.0976286375972161,-0.0278192566227038,0.269719140568937,0.468827615034743,-0.165013383374513,0.116995689285888,-4443.58585120462
-0.581115817318942,-1.89531135687965,-0.0132071510641598,0.177564865913343,0.0713726023692127,0.077059144781434,-0.0949594750943493,0.0252651711057065,0.0147056755661214,-0.155603587348252,0.0617401400007771,0.173302453050626,-0.00498548450036058,0.124121769844568,0.0193071728041476,0.310607505035492,0.386531371271774,0.433524151395633,-0.127680389676005,-0.186389642265084,-0.0215543567253191,-0.0247737658017677,0.0402440610184917,-0.00364193758269521,0.425293599521603,0.0909901551395631,0.340751738870272,0.139400792415391,0.0675621336328836,0.119423466555436,-0.000127033792872034,0.0752120580873716,0.305358023549941,-0.0956546090274476,0.165042273566299,-0.0927970501577103,0.157148704815429,0.0785684701222323,0.281901319317904,0.161906833433626,0.211771991061541,-0.115279257504642,-0.0900119215772059,-0.0156872415214649,0.246837369199587,0.541480242611847,-0.227265529390973,0.0979920205762906,-4441.26862410093
