"asc_smlr","asc_grtr","b_City_Midwest_smlr","b_City_South_smlr","b_City_Northeast_smlr","b_Age_Millenials_smlr","b_Age_GenX_smlr","b_Age_Older_smlr","b_Inc_Mid_smlr","b_Inc_High_smlr","b_Vpp_Sufficient_smlr","b_Edc_MoreBachelor_smlr","b_Gen_NonFemale_smlr","b_Ngh_NonUrban_smlr","b_Rac_Other_smlr","b_City_Midwest_grtr","b_City_South_grtr","b_City_Northeast_grtr","b_Age_Millenials_grtr","b_Age_GenX_grtr","b_Age_Older_grtr","b_Inc_Mid_grtr","b_Inc_High_grtr","b_Vpp_Sufficient_grtr","b_Edc_MoreBachelor_grtr","b_Gen_NonFemale_grtr","b_Ngh_NonUrban_grtr","b_Rac_Other_grtr","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5206.32363599817
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5206.32363599817
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5206.32363599817
0.0852266667061486,-0.269013333017938,0.013653333298862,0.0242133333813399,0.0227200001245365,0.0209066667594016,0.0324266665847972,0.029226666665636,0.028053333517164,0.0232533333473839,0.0288000001455657,0.0429866669583135,0.0151466668467037,0.0522666666074656,0.0593066666624509,-0.0513066665735096,-0.0503466668305919,-0.0582399999257177,-0.077013333211653,-0.0901333332876675,-0.0792533333878964,-0.0813866665703245,-0.106026666762773,-0.0755199999548495,-0.152213333349209,-0.0750933331437409,-0.192853333137464,-0.0837333331583068,-4903.91786707783
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5206.32363599817
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5206.32363599817
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5206.32363599817
-1.88106666464591,-1.79786666558357,-0.37973333382979,-0.36533333332045,-0.369599999976345,-0.65866666554939,-0.585066666826606,-0.425066666502971,-0.57973333314294,-0.779733333911281,-0.50560000090627,-1.13706666597864,-0.76906666654395,-1.19306666456396,-0.583466666284949,-0.37973333382979,-0.347733333182987,-0.379200000315905,-0.577066667028703,-0.585066666826606,-0.490666666883044,-0.504533332423307,-0.800533332221676,-0.483199999143835,-1.1546666661161,-0.65386666537961,-1.22506666666595,-0.533866665500682,-4579.23296583873
-2.18566817103351,-1.72571754204459,-0.519418623461622,-0.379208651784905,-0.271696281231189,-0.667163779122003,-0.617989585868882,-0.5630521745706,-0.638858202880127,-0.769452428991321,-0.555165460995234,-0.911342237899542,-0.527329101599542,-1.4581151810073,-0.704484782467922,-0.526016154841583,-0.279831354519344,-0.336469863149842,-0.195917777043278,-0.62701170233059,-0.96071910054292,-0.20160117221834,-0.899788906689523,-0.430891451564682,-1.02846795966262,0.147258447008626,-1.66144657288567,-0.421608505879527,-4377.04049734204
-2.08182378743215,-2.44530663986918,-0.679592866070076,-0.26784360993861,0.101136228580484,-0.433567579434738,-0.48392600245283,-0.696506068288413,-0.538701450325132,-0.514727501669968,-0.467675646872648,-0.0568891180073283,0.290337975203154,-1.63289941791216,-0.723190740400808,-0.94207436297758,-0.243100137128652,-0.443318465219026,-0.0209391097639877,-0.86677304405186,-1.98590431888293,0.0543302270569476,-1.13818382699704,-0.54810737083429,-1.00401987229337,1.25702469120353,-2.57595792013009,-0.520195436710487,-4119.40629324434
-2.9318353266232,-3.2715766412994,-0.708718940077576,-0.0302118530775268,0.175139095258154,-0.731275250527396,-0.720325251579323,-0.805039361343834,-0.45955026477388,-0.662733065395372,-0.427911330589594,0.477313800991342,0.605706590374024,-0.841210750793907,-0.612145462657047,-1.43967226720716,0.157013346092741,-0.585047834833727,-0.849107703222877,-0.716555831083677,-3.54466576581983,0.165534916572834,-0.447013360869899,-0.546685787437801,-0.0148448386112818,2.3905821996824,-2.36832373946965,-0.581922001527223,-3927.09007745416
-3.92262390660014,-3.94823701729162,-0.61498144946313,0.230027972491671,0.409014546912566,-0.848337739342367,-0.912164042749321,-1.08741836593783,-0.362758103550844,-0.680662336380283,-0.134682855207924,1.1921831076896,0.991257618186172,-0.182247379518473,-0.214622866872702,-1.62159987424395,0.288037765595324,-0.501339991379612,-0.874156504890601,-1.75087023296714,-5.75533803531339,0.649895113468105,-0.384653604656666,-0.112429950894557,0.0311409344017978,2.70037235897612,-1.22541479118775,0.314055193052334,-3739.12164788193
-4.34948407452526,-3.88352906038267,-0.339956117520194,0.171436313923977,0.719077261380148,-0.552389054454524,-0.83181803562886,-1.33789534618384,-0.338089473502138,-0.310007891024055,0.154791999046206,1.4972482261613,1.12141996984847,-0.75197932703222,0.0472677870709982,-1.29265313700457,0.0209782296762334,-0.093225243104878,-0.86421463183551,-1.65229850296331,-7.88391324385719,0.460707620962438,0.27002193013991,0.053806458440282,0.148103854049705,2.53511863640088,-0.807877903305916,0.240310344921376,-3606.97759059027
-4.65124759617042,-3.25002151901338,0.320617261622835,0.461753623035783,0.427216399319572,-0.586532410300225,-0.461447440095968,-1.06991717315363,0.00334512527121061,0.232430770637119,0.00998901420963624,1.68518891624045,1.09605949243919,-0.258994936424335,-0.0571498249340427,-0.359812288928725,-0.229828991300426,0.260056727771238,-0.682283185979293,-0.96523528759852,-11.6392972442161,1.10911435175444,0.230083735966465,-0.0429715311955479,0.142451604508946,1.80219723282998,-1.20825241437879,-0.170393837679332,-3430.23219401648
-4.16585419373657,-2.47939470399783,0.33512310811488,0.416537294041035,0.663048326236246,-0.107813964739298,-0.619007702225616,-0.337138914658191,1.05246265719856,-0.410433236010368,-0.0612761343527788,1.09424271437929,0.764024055547458,-0.0330787912277185,-0.0888819917927678,0.100047121901662,0.525755351906328,-0.474229310576795,-0.151792058095171,-0.758006316216528,-14.8361292987104,0.924956191852919,0.297379951818578,-0.386482202818075,0.00765714232187256,1.51543559457025,-1.33829183965458,-0.316261783606681,-3393.7189025885
-3.56230981824774,-1.9103405322708,-0.148315388946293,0.406272610625167,0.727270964161451,-0.106646469791465,-0.299897325505739,0.204460176485221,0.4323835821115,0.00895311195854476,-0.15794576321799,0.429025449045855,0.612967010328976,0.039879816557288,-0.346600675816847,-0.27444289715422,1.06169363380591,-0.850808010220385,-0.284981531314354,-0.704087708348768,-16.3589200252679,0.518981803208128,0.0945392507587132,-0.429063598848824,-0.121247798285514,1.50983431152727,-1.13359699315651,-0.0242886302089395,-3391.57566344772
-3.1967822639768,-1.37538906305441,-0.585536374070788,0.418625727183356,0.465061889427408,0.205086274200978,-0.0845135267430638,0.182044520106363,0.302969566801718,-0.224926203723682,-0.164323227181478,0.0976585539493972,0.494510795477299,0.264232774289306,-0.283311333749781,-0.785515133921643,0.550111049074344,-0.629695178599313,-0.646782203317295,-0.898400814463661,-16.9106623605498,0.117736855180347,-0.167262408391389,-0.239570934297862,-0.0477874002236061,1.59993617645982,-1.15008227757892,0.136402476135726,-3365.07424319045
-3.02553876180071,-0.827517955581245,-0.958618896433048,0.0481069769484256,0.190385064176525,0.291493954941583,0.18622690068811,0.104773866126084,0.00907996901881031,-0.450837567157149,-0.111973865660086,0.249936703691812,0.518451160928061,0.177972079287584,-0.188806121772441,-1.16748874511407,0.230490323135183,-0.648657015916597,-0.889928347500278,-1.50424910451334,-16.9983323825983,0.137688380426582,-0.503783281298204,-0.42749570839747,0.442786828659888,1.40602666360637,-0.80052185995786,-0.373390606099586,-3341.55123740211
-3.1658420435319,-0.205594384768556,-1.13730126190799,-0.492615683919137,0.0556927584529022,0.258542196496217,0.114812170780613,0.164074784895285,-0.225087338382633,-0.578274999382575,-0.0105716347063508,1.00259189110795,0.690600605312022,0.0666565758858427,-0.165766030317903,-1.13203684520848,0.207306776003843,-0.704798593529865,-1.58615207223264,-1.88379929467677,-16.460420069374,-0.0325559854149195,-0.529520032947444,-0.373191365845939,0.362960589473888,1.18161849157272,-0.831931091273764,-0.294362017838401,-3302.60793234296
-3.10434663314814,-0.399829330063421,-0.825875655523303,-0.349998091521856,-0.0326121404706742,0.0303239786791449,0.0976955481913972,0.100183494500191,-0.445236641857245,-0.444397188655509,0.0945694984555021,1.05633481389755,0.707109614839047,-0.0544603929495251,-0.00548502876551737,-0.817832819729136,0.0898928224972013,-0.542293161123338,-1.575810577324,-2.38845742549419,-15.2313383176746,-0.13054776082817,-0.138468199490296,-0.38138868867024,0.443556301543677,1.28615903346197,-0.982718896909666,-0.140533459159482,-3240.12441161625
-2.77337150225489,-1.61387450453834,0.338992125135493,0.40426267102287,0.353162897621568,0.226463610276405,-0.427234212690284,-0.843067935826357,-0.6988347105603,0.0042554509372108,0.181619371554382,0.700941204285869,0.89033986483307,-1.14498275274535,0.276876050817593,-0.11880046194073,0.00392799641619383,0.184408864681011,-2.28321527367062,-2.46861477017156,-10.5020236764341,0.999561849021806,0.0291101876769349,-0.134641314140927,0.375141192010654,1.80013271657338,-0.44456224194008,0.273605485229994,-3166.09397262936
-2.89811043034193,-2.52722938861528,0.46583559024846,0.458485990119731,1.32120681431616,-0.341129316539458,-0.270402767528665,-1.58664794449928,-0.173397531313242,0.353874661042277,-0.168316742504498,0.836507704007435,1.04472094495691,-1.15805953747474,-0.337792645444829,-0.593320995411948,-0.0664102555399211,0.966016193371458,-1.7088015480281,-1.97519220304134,-7.1858908748021,1.04035893394351,0.251429383266985,0.428504355619323,0.155548702745161,1.68992766707416,0.0173955492443249,0.0741652907382028,-3101.9580278897
-3.08502549798098,-3.00590621319085,0.188468413473374,0.432453304869389,1.09908218463309,-0.142857950002366,-0.897997927627751,-1.82361631240343,-0.316735649178228,0.703219502863645,0.100861516445307,1.13370395886533,0.996463781672011,-0.894200876724773,-0.247441199383417,-0.971849722955586,-0.1958932977324,0.98924870802694,-0.995703167206484,-1.34999561141738,-5.2778702859004,0.927003288626733,0.259033937938652,0.302714074725122,0.0988991519806254,1.5826164202725,0.117458087567791,-0.00959240708485379,-3069.55484490454
-3.06967839171112,-3.66801886839474,-0.141135196606069,0.0544629256291571,0.396981583288646,-0.74049186458658,-0.785631923724198,-1.85966455711068,-0.277594094628284,0.496684505916317,0.483234816026957,1.39014731113976,1.26739664306589,-1.03902613664125,0.339789883090618,-1.20971399338812,-0.535793574493381,0.697450321530828,-0.428559785319592,-0.345668981499235,-2.59797019308633,0.955980579160481,0.224540714567809,0.282129338740337,0.00859604905222311,1.65812756142986,0.264102793393581,0.230915547395891,-3022.04509288776
-2.90582054893527,-4.08990165663364,-0.167621841586848,-0.423504443801423,0.147199937026591,-0.57099516592647,-0.801881524698027,-1.72417436488242,-0.468301377681047,0.340375627719416,-0.0345089973679835,1.61037274874612,1.13575112934557,-0.988097224502786,0.0716222934860173,-0.996093824689926,-0.938464698338226,0.348870263039939,-0.297901295282223,-0.230710071604405,-0.499849691435635,1.09146296078864,0.369551662737379,0.582811645707969,0.289862833416753,1.7088688408591,0.192255888539607,0.400377446481413,-3004.35438280731
-2.96338925468096,-3.96547184059557,-0.130230241907568,-0.339622149263281,0.405590330916421,-0.513425916873936,-0.631167573013869,-1.75187040509478,-0.622401171743808,0.179188212168385,0.107555563483975,1.52244698498957,0.960039236855329,-0.770124711014087,0.114285602487145,-0.789533019987606,-0.936956140532092,0.28144368919188,-0.304378027602172,-0.183821295141021,-0.38126951797595,1.12253759288037,0.391088389236429,0.539193112472331,0.335423099323831,1.50231936175211,0.0413447838544822,0.383319860137998,-2967.46231584365
-3.13062157261279,-3.38588002450198,0.413300288902095,0.347225769530121,0.00990541244822585,-0.283411963145834,-0.414767335595059,-1.35654240641422,-0.630294224848333,-0.180524083306377,-0.173236739921129,1.24040054399068,1.14008084228438,-0.464529120778588,-0.129860575930975,-0.35609429527474,-0.649525917455413,0.478872186673462,-0.226152984056328,-0.173839469928501,-0.785053100405211,0.720252359815144,0.562967603354577,0.296918750183106,0.0635334712777822,0.928960290598828,0.170133833397742,0.0455881484620118,-2894.9196312573
-3.10804353668595,-3.06031693644907,0.504907941332391,0.265881333053626,-0.088674472626218,-0.417094087888523,-0.526120661440404,-0.629199373285932,-0.0440238576620372,0.305951414349691,-0.17235533666737,1.04763828697486,0.565172055737424,-0.514726731574842,0.0654324704401767,-0.30011219746904,-0.564629477278344,0.734288605511921,-0.383918283418461,-0.433446456862354,-1.08062829565737,0.610640507732904,0.268107167143434,0.279206040552319,0.0791528845621852,0.954785451211903,0.06505581438726,-0.165914354562871,-2853.79327508266
-3.19079106428145,-2.67431952615821,0.25026123793526,0.166509892240699,-0.234089810480133,-0.304480105578873,-0.397421966180382,-0.6031697954851,0.527219840578334,0.811827910622806,-0.199329039514182,0.574426429591272,0.752057801418165,-0.502929256064921,0.0104517090041248,-0.166837060299501,-0.504200243273225,0.376546155951829,-0.543326219166436,-0.71907761041101,-1.20837596958334,0.486837970985772,0.103031425800734,0.121383856437565,0.296512242729783,0.862865366784735,-0.216486691339873,-0.0899314711949226,-2821.8524196138
-2.40033753149519,-1.87990711738415,-0.138677358278635,-0.289030137805893,-0.356665718511223,0.0434822833046614,0.0291322582235025,-0.33431734980535,0.0740129998623265,-0.0694488988942299,0.0490627743288654,0.406152113106587,0.554457851549016,-0.244997109299872,-0.562941187890555,-0.475602245477201,-0.219428289106155,0.266775622054332,-0.586386213034515,-1.24062990631015,-1.46969281707981,0.888452321973153,0.509437228495244,-0.543684974683773,-0.657327514480035,1.47038319598059,-0.748850839498161,-0.46673611397999,-2808.34877850273
-2.04230417348609,-1.72054595813939,-0.438949150723335,-0.125808680504003,-0.239235079521797,0.0753250322893546,-0.0472825214827796,-0.0154969823526507,-0.291176666052327,-0.621712543650582,-0.226075424741844,0.581349081479214,0.550840901037525,-0.401139291470335,-0.421052468378672,-0.63123071827307,-0.115619264936356,0.119119413578773,-0.4121178904123,-1.23294198754271,-1.80591827668199,0.95110520418467,0.505933037251738,-0.323285683090434,-0.463934872258878,1.22156469674082,-1.1033786153665,-0.378424349471434,-2787.67459766914
