"","asc_smlr","asc_same","asc_grtr","b_City_Northeast_smlr","b_City_South_smlr","b_City_West_smlr","b_City_Northeast_grtr","b_City_South_grtr","b_City_West_grtr"
"asc_smlr",603809.214406709,603809.101957744,603809.121023812,-0.222375304847488,-0.0875744439591277,-0.198514184543165,-0.128961464870762,-0.0195213087975261,-0.140358133622773
"asc_same",603916.953703257,603916.857465777,603916.875248838,-0.206163347710136,-0.0713624269701579,-0.182302286885593,-0.127677755423894,-0.0182376090633782,-0.139074416979402
"asc_grtr",603809.351159549,603809.253638217,603809.287644277,-0.207446746309145,-0.0726458963889044,-0.1835856294185,-0.143900745336287,-0.0344605663134643,-0.155297392691005
"b_City_Northeast_smlr",-0.222375123460082,-0.206162975164598,-0.207446544869226,0.0269843545723632,0.0162121481861013,0.0162121486632063,0.00252741032320745,0.00128356970543138,0.00128356996777084
"b_City_South_smlr",-0.0875736301951966,-0.0713614821665434,-0.0726450518086397,0.0162121481860998,0.0294412083300326,0.0162121482747887,0.0012835697822029,0.0026027759897078,0.00128356983355263
"b_City_West_smlr",-0.198509537990127,-0.182297389601427,-0.183580959298113,0.0162121486631975,0.0162121482747836,0.0236173727127008,0.00128356995057534,0.00128356970345918,0.00193373386864083
"b_City_Northeast_grtr",-0.128960869560994,-0.127677299734453,-0.143900274505119,0.00252741032320675,0.00128356978220272,0.0012835699505781,0.0275587963634691,0.0162229747674426,0.0162229748848378
"b_City_South_grtr",-0.0195201720913076,-0.0182366024344122,-0.0344595771430334,0.00128356970542952,0.00260277598970661,0.00128356970345955,0.016222974767442,0.0280680107949537,0.0162229747813798
"b_City_West_grtr",-0.140356996721903,-0.13907342684258,-0.155296401621092,0.00128356996776907,0.00128356983355161,0.00193373386864206,0.0162229748848373,0.01622297478138,0.0220042644167291
