"","asc_smlr","asc_grtr","b_City_Midwest_smlr","b_City_South_smlr","b_City_Northeast_smlr","b_Age_Millenials_smlr","b_Age_GenX_smlr","b_Age_Older_smlr","b_Inc_Mid_smlr","b_Inc_High_smlr","b_Vpp_Sufficient_smlr","b_Edc_MoreBachelor_smlr","b_Gen_NonFemale_smlr","b_Ngh_NonUrban_smlr","b_Rac_Other_smlr","b_City_Midwest_grtr","b_City_South_grtr","b_City_Northeast_grtr","b_Age_Millenials_grtr","b_Age_GenX_grtr","b_Age_Older_grtr","b_Inc_Mid_grtr","b_Inc_High_grtr","b_Vpp_Sufficient_grtr","b_Edc_MoreBachelor_grtr","b_Gen_NonFemale_grtr","b_Ngh_NonUrban_grtr","b_Rac_Other_grtr"
"asc_smlr",1,0.338670060585201,-0.199639058417713,-0.166192667198814,-0.183512397553451,-0.63721787111028,-0.608451637953966,-0.59247348362173,-0.252104682776929,-0.236296754983944,-0.245292981559137,-0.0435384898854015,-0.157915540983875,-0.382902062470265,-0.308231720248451,-0.0627713032254759,-0.0505936028394912,-0.0573251027397707,-0.220055210875093,-0.202161076781874,-0.1812600893866,-0.0853396467853343,-0.0799678241260829,-0.0836762266319848,-0.013322435383428,-0.0542631824255867,-0.13708858785681,-0.0966613772940233
"asc_grtr",0.338670060585201,1,-0.0664178456574428,-0.0540412443863393,-0.0608401448097673,-0.209698238381719,-0.19853584728038,-0.192414440088494,-0.0938318602472673,-0.0871161758583345,-0.0876772415338512,-0.0171859938405487,-0.0613629664979029,-0.136322223306679,-0.103829876911879,-0.212152710790414,-0.184561650415435,-0.187431821855182,-0.554702239566695,-0.505433616115514,-0.453457067313911,-0.301385553747269,-0.275780804619782,-0.2491007209378,-0.0976273755566992,-0.243141471124238,-0.345372748562814,-0.302448952021671
"b_City_Midwest_smlr",-0.199639058417713,-0.0664178456574428,1,0.32902760804084,0.324701745936657,-0.0177814059588524,-0.0209590761427147,-0.0228601240712536,0.00510729814650007,0.0446567580729402,0.0174164087304602,0.00864954237796184,0.00359606550984491,-0.061219232216862,0.01666643870577,0.326463069601497,0.10661276391771,0.103132918687648,-0.00610061024062813,-0.00670997848120723,-0.00678587347413611,0.00153734992490714,0.0141071601301564,0.00542317642068242,0.00144789713184108,0.00173409765909984,-0.0230016343603029,0.00717922128105282
"b_City_South_smlr",-0.166192667198814,-0.0540412443863393,0.32902760804084,1,0.336078853943563,-0.00767761675692257,-0.0137651810961412,-0.0186895429952518,-0.00522063427576049,-0.00393001627782673,-0.000987139645625715,-0.0301405249524569,-0.00815853513822076,-0.0570544078346519,-0.0469880160781973,0.105832204735442,0.347648776043213,0.107109289815763,-0.00368797606956016,-0.00556347552157382,-0.00635495166084427,-0.00163486508052329,-0.00170693580423727,-0.00123320406401488,-0.0101416206005652,-0.00437239345314655,-0.0189756644791872,-0.0155380355922024
"b_City_Northeast_smlr",-0.183512397553451,-0.0608401448097673,0.324701745936657,0.336078853943563,1,-0.0146845656958014,-0.020133135180801,-0.0457212895824088,-0.0255153009042552,-0.0324971834465417,-0.078621653715267,-0.0261502294466851,-0.0179693727754895,0.0809149156321087,-0.0427224476573693,0.104191878902337,0.108691529403874,0.33364232345708,-0.00513290130215941,-0.00695586150284639,-0.0156823070217263,-0.00897869554342629,-0.0112915888339825,-0.0253628763407591,-0.00865823930580906,-0.00619236721543366,0.0268819883255455,-0.014688827714734
"b_Age_Millenials_smlr",-0.63721787111028,-0.209698238381719,-0.0177814059588524,-0.00767761675692257,-0.0146845656958014,1,0.783019686228006,0.746795260859745,-0.0416512697406673,-0.00769249350046738,0.0726538779947448,-0.225017639807751,-0.0681785102743573,0.0830722236308611,0.0653077985166178,-0.00638974431091835,-0.00554180116342724,-0.00513505871829089,0.352103536937358,0.263749660553475,0.232379237998607,-0.0130185096794539,-0.00235211679447177,0.0259114397825743,-0.0720587264979458,-0.0224624927813294,0.029205323138714,0.0180782218802078
"b_Age_GenX_smlr",-0.608451637953966,-0.19853584728038,-0.0209590761427147,-0.0137651810961412,-0.020133135180801,0.783019686228006,1,0.748501022100216,-0.0517197292169104,-0.0811007581813755,0.0770020593041013,-0.204614239018041,-0.0771993582830822,0.0546843867558061,0.0751146424724453,-0.0074798814413749,-0.00857524674119424,-0.00744242559460116,0.2728815358528,0.342001960762816,0.232713041707217,-0.0158119018365385,-0.0256994453202522,0.027017403418411,-0.0667154170179718,-0.0249217696389208,0.0200034375686915,0.0182055670870222
"b_Age_Older_smlr",-0.59247348362173,-0.192414440088494,-0.0228601240712536,-0.0186895429952518,-0.0457212895824088,0.746795260859745,0.748501022100216,1,-0.0230550037796197,-0.0486548552384087,0.0810378838991296,-0.174833843630623,-0.0525865225442361,-0.00501515053681344,0.114899609401363,-0.0082120845634166,-0.0106375205623432,-0.0168011054140608,0.259854588894713,0.251641631304003,0.316103371938113,-0.00660103803024586,-0.0148265577652419,0.0278987122705079,-0.0569991448821466,-0.0171540078629852,-0.000357173100003807,0.0300313818341639
"b_Inc_Mid_smlr",-0.252104682776929,-0.0938318602472673,0.00510729814650007,-0.00522063427576049,-0.0255153009042552,-0.0416512697406673,-0.0517197292169104,-0.0230550037796197,1,0.587794325877715,0.0448356422005627,-0.187652800430073,-0.0213847794877666,-0.0353908285904578,0.0328418797955468,0.0018818565276582,-0.00128445520047531,-0.0089338944797732,-0.0146446354394214,-0.0173395507730578,-0.0067055531603372,0.329640197847481,0.197209160820016,0.0152731056279986,-0.0593424898006193,-0.00727491554023995,-0.0116616036285488,0.013004932170921
"b_Inc_High_smlr",-0.236296754983944,-0.0871161758583345,0.0446567580729402,-0.00393001627782673,-0.0324971834465417,-0.00769249350046738,-0.0811007581813755,-0.0486548552384087,0.587794325877715,1,0.0469084583787935,-0.33783240041501,-0.0332310403150817,-0.074071604549214,0.151062691084923,0.0150632254781533,-0.000637602953796635,-0.0111706402512575,-0.00274494642957626,-0.0282936424141576,-0.0153531931360082,0.194956932458101,0.32623425844412,0.0160467485462502,-0.105116431437835,-0.00930042936311885,-0.0263230512593985,0.052522499162274
"b_Vpp_Sufficient_smlr",-0.245292981559137,-0.0876772415338512,0.0174164087304602,-0.000987139645625715,-0.078621653715267,0.0726538779947448,0.0770020593041013,0.0810378838991296,0.0448356422005627,0.0469084583787935,1,-0.00816932570064483,0.00397381627297581,0.0994764022305994,-0.0514109600514245,0.00513864542613406,-0.00187937091418363,-0.0257686796440051,0.0279640048079248,0.0282661996760018,0.0270239785447361,0.0149340538223731,0.01581223736172,0.336820526477347,-0.00270947705814302,0.00105227269026103,0.0371792993806781,-0.0198426273321082
"b_Edc_MoreBachelor_smlr",-0.0435384898854015,-0.0171859938405487,0.00864954237796184,-0.0301405249524569,-0.0261502294466851,-0.225017639807751,-0.204614239018041,-0.174833843630623,-0.187652800430073,-0.33783240041501,-0.00816932570064483,1,0.019105149866792,0.00456906711401353,0.00610348417753681,0.00227693974544381,-0.00861637180676234,-0.00820864086009849,-0.0827731948309158,-0.0732853257125778,-0.0576720795176138,-0.0611786554592312,-0.109607615692653,-0.00269899722774088,0.314915853414041,0.0052448084385253,0.00302345988231936,0.00752807479404062
"b_Gen_NonFemale_smlr",-0.157915540983875,-0.0613629664979029,0.00359606550984491,-0.00815853513822076,-0.0179693727754895,-0.0681785102743573,-0.0771993582830822,-0.0525865225442361,-0.0213847794877666,-0.0332310403150817,0.00397381627297581,0.019105149866792,1,0.0542574969924126,0.0312047374434081,0.00308883756278785,0.000542153327457365,-0.00398491109867369,-0.0220269515088344,-0.0227662734442311,-0.0133100643569835,-0.00738999749175152,-0.0101925111153924,0.00147839592694996,0.00486542462257768,0.333532231611836,0.0170916182056866,0.0233295509556842
"b_Ngh_NonUrban_smlr",-0.382902062470265,-0.136322223306679,-0.061219232216862,-0.0570544078346519,0.0809149156321087,0.0830722236308611,0.0546843867558061,-0.00501515053681344,-0.0353908285904578,-0.074071604549214,0.0994764022305994,0.00456906711401353,0.0542574969924126,1,0.114043139113741,-0.0228754310583959,-0.0207898988749077,0.0240787013698239,0.0280004388770124,0.0161687306191219,-0.00503463915510096,-0.0100697421666405,-0.0233098257164787,0.0349405572736094,0.00503074103734369,0.0204556964037184,0.350244574033592,0.0313264893304036
"b_Rac_Other_smlr",-0.308231720248451,-0.103829876911879,0.01666643870577,-0.0469880160781973,-0.0427224476573693,0.0653077985166178,0.0751146424724453,0.114899609401363,0.0328418797955468,0.151062691084923,-0.0514109600514245,0.00610348417753681,0.0312047374434081,0.114043139113741,1,0.00564901003854102,-0.0171044153962862,-0.0143966237719306,0.024409349068939,0.0269437225010956,0.0375756429889675,0.0108886135111455,0.0486910916491748,-0.0174989512499587,0.00138504933647578,0.0102017619618761,0.039665314212281,0.361213788010421
"b_City_Midwest_grtr",-0.0627713032254759,-0.212152710790414,0.326463069601497,0.105832204735442,0.104191878902337,-0.00638974431091835,-0.0074798814413749,-0.0082120845634166,0.0018818565276582,0.0150632254781533,0.00513864542613406,0.00227693974544381,0.00308883756278785,-0.0228754310583959,0.00564901003854102,1,0.334768388426363,0.324647130368149,-0.025392371266132,-0.0231816896164247,-0.0189555346227863,0.00745375550985877,0.049986353240021,0.0104429483801199,0.00539494170423645,0.00417233251894342,-0.0759171408098603,0.0157770925130138
"b_City_South_grtr",-0.0505936028394912,-0.184561650415435,0.10661276391771,0.347648776043213,0.108691529403874,-0.00554180116342724,-0.00857524674119424,-0.0106375205623432,-0.00128445520047531,-0.000637602953796635,-0.00187937091418363,-0.00861637180676234,0.000542153327457365,-0.0207898988749077,-0.0171044153962862,0.334768388426363,1,0.337416847615,-0.002864947922867,-0.00778815515815321,-0.00908813417340296,-3.15891643526758e-05,-0.010564715081006,-0.00388522954860266,-0.036529766522979,-0.00168124561050066,-0.0570773054912989,-0.0316922574636733
"b_City_Northeast_grtr",-0.0573251027397707,-0.187431821855182,0.103132918687648,0.107109289815763,0.33364232345708,-0.00513505871829089,-0.00744242559460116,-0.0168011054140608,-0.0089338944797732,-0.0111706402512575,-0.0257686796440051,-0.00820864086009849,-0.00398491109867369,0.0240787013698239,-0.0143966237719306,0.324647130368149,0.337416847615,1,-0.0155775905691202,-0.0222743311275653,-0.0460715299760592,-0.0266261168256191,-0.0285506165680501,-0.0740471944019396,-0.0271109440449945,-0.0102252676300562,0.0781994441581129,-0.0471611911529578
"b_Age_Millenials_grtr",-0.220055210875093,-0.554702239566695,-0.00610061024062813,-0.00368797606956016,-0.00513290130215941,0.352103536937358,0.2728815358528,0.259854588894713,-0.0146446354394214,-0.00274494642957626,0.0279640048079248,-0.0827731948309158,-0.0220269515088344,0.0280004388770124,0.024409349068939,-0.025392371266132,-0.002864947922867,-0.0155775905691202,1,0.76261236978234,0.672501297724915,-0.0337707841506505,-0.0178885661854698,0.0798059648885589,-0.263323733986309,-0.0874007878802922,0.0884189459492988,0.0658741749263834
"b_Age_GenX_grtr",-0.202161076781874,-0.505433616115514,-0.00670997848120723,-0.00556347552157382,-0.00695586150284639,0.263749660553475,0.342001960762816,0.251641631304003,-0.0173395507730578,-0.0282936424141576,0.0282661996760018,-0.0732853257125778,-0.0227662734442311,0.0161687306191219,0.0269437225010956,-0.0231816896164247,-0.00778815515815321,-0.0222743311275653,0.76261236978234,1,0.656966041609291,-0.0371433521956911,-0.0920055118688986,0.0792807584462555,-0.238817311303846,-0.102077743510253,0.0582274677864479,0.0720490501593876
"b_Age_Older_grtr",-0.1812600893866,-0.453457067313911,-0.00678587347413611,-0.00635495166084427,-0.0156823070217263,0.232379237998607,0.232713041707217,0.316103371938113,-0.0067055531603372,-0.0153531931360082,0.0270239785447361,-0.0576720795176138,-0.0133100643569835,-0.00503463915510096,0.0375756429889675,-0.0189555346227863,-0.00908813417340296,-0.0460715299760592,0.672501297724915,0.656966041609291,1,-0.00674100339805001,-0.0510155820216064,0.0722702668969649,-0.203634145255866,-0.0746753647526683,-0.0190235206829396,0.100182393896613
"b_Inc_Mid_grtr",-0.0853396467853343,-0.301385553747269,0.00153734992490714,-0.00163486508052329,-0.00897869554342629,-0.0130185096794539,-0.0158119018365385,-0.00660103803024586,0.329640197847481,0.194956932458101,0.0149340538223731,-0.0611786554592312,-0.00738999749175152,-0.0100697421666405,0.0108886135111455,0.00745375550985877,-3.15891643526758e-05,-0.0266261168256191,-0.0337707841506505,-0.0371433521956911,-0.00674100339805001,1,0.634513587987366,0.0364818892252055,-0.206893056128551,-0.0265373684849649,-0.0276584377259244,0.0342229545920776
