"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"asc_smlr",-0.317690443369587,0.151505314380929,-2.09689306720172,0.151257069722644,-2.10033450966707
"asc_grtr",-1.39231939179076,0.208595029266403,-6.67474865862016,0.221092851016103,-6.29744193623586
"b_FA1A_smlr",-0.000435336883727835,0.0364591362742279,-0.0119404058410337,0.0364493469659085,-0.0119436127109495
"b_FA2A_smlr",0.181809123363149,0.0374064650014533,4.86036633924336,0.0374251651429914,4.8579377717775
"b_FA3A_smlr",0.0472092168267097,0.0412711263371814,1.14388002016263,0.0412027578242915,1.14577808184667
"b_FA4A_smlr",0.0662331467957649,0.035765481742485,1.85187347042185,0.0355828385583589,1.86137895342826
"b_FA5A_smlr",-0.104979888091093,0.0308748865172677,-3.40017081625158,0.0308819570465878,-3.39939233555448
"b_FA6A_smlr",0.00782108812349471,0.0341743358393445,0.228858525890952,0.0341594276030646,0.228958406867246
"b_FA1H_smlr",-0.0149501528076145,0.037280358864036,-0.401019551934538,0.037393143724705,-0.399810000402217
"b_FA2H_smlr",-0.134001884986701,0.0405551106906184,-3.30419231275085,0.0400320814591355,-3.347362417902
"b_FA3H_smlr",0.0639420792565042,0.0314344835315913,2.03413805708763,0.0315542047912847,2.02642024032769
"b_FA4H_smlr",0.162725407931887,0.0286113014846079,5.68745214262373,0.0287293610425374,5.6640803006705
"b_City_Northeast_smlr",0.0164101655468206,0.104331378444666,0.157288878872851,0.103766854231031,0.158144579677478
"b_City_South_smlr",0.127749314584815,0.104552311921507,1.22186982035101,0.104731549271115,1.21977871495164
"b_City_West_smlr",-0.0381520818097401,0.0906718380888066,-0.42077102013056,0.0901501334504026,-0.423206049170521
"b_Age_Millenials_smlr",0.12689485694612,0.121520128061739,1.0442291245912,0.124078104820131,1.02270144382099
"b_Age_GenX_smlr",0.228296370152567,0.125039407486671,1.82579536116966,0.127409056071494,1.79183785824818
"b_Age_Older_smlr",0.264176314883134,0.133965623739107,1.97197092440377,0.135456759125371,1.95026306984525
"b_Inc_Mid_smlr",-0.106482606453235,0.0888273693551713,-1.19875897739885,0.0886701768868778,-1.20088410998753
"b_Inc_High_smlr",-0.175729027039405,0.0927749538937293,-1.89414297355186,0.0926322556694862,-1.89706086469933
"b_Vpp_Sufficient_smlr",-0.0139361167749263,0.0755404341195903,-0.184485526689768,0.0754504097476216,-0.184705647345614
"b_Edc_MoreBachelor_smlr",-0.0236658993444437,0.0757791832142057,-0.31230079740431,0.0758094248944731,-0.31217621525802
"b_Gen_NonFemale_smlr",-0.0152198625226876,0.0682684169666939,-0.222941488889554,0.0683578961357369,-0.222649662775839
"b_Ngh_NonUrban_smlr",-0.0386937658093083,0.0731766244229529,-0.528772215368429,0.0734781251608237,-0.526602519111887
"b_Rac_Other_smlr",0.398012220045671,0.0738851086133325,5.38690715240892,0.0738518445315767,5.38933350372167
"b_FA1A_grtr",0.0669342975799481,0.050791926871818,1.3178137098218,0.049565180086653,1.35042982720792
"b_FA2A_grtr",0.39358404988134,0.0572260081775232,6.87771281652892,0.0589323766482344,6.67857080040452
"b_FA3A_grtr",0.141509696592972,0.0639389997896757,2.21319847133144,0.063194546691795,2.23927069661764
"b_FA4A_grtr",0.0560807156180702,0.0549252380530585,1.02103727914471,0.0557276351385715,1.00633582384432
"b_FA5A_grtr",0.0968891944371705,0.0454185954945693,2.13324946273945,0.0450792808233198,2.14930656983882
"b_FA6A_grtr",0.0155374259198241,0.048435428421592,0.32078638356583,0.049243176076847,0.315524447399108
"b_FA1H_grtr",0.0996185459977828,0.0570823407966084,1.74517275583943,0.0571474346616017,1.74318491438284
"b_FA2H_grtr",0.294975938003423,0.0544331633954633,5.41904823462838,0.0559656607235759,5.27065943990835
"b_FA3H_grtr",-0.0910787310224652,0.0457378226831778,-1.99132196679672,0.0466403898776071,-1.95278665683268
"b_FA4H_grtr",0.14027405645481,0.0424312523347138,3.30591365412161,0.0432820531956176,3.24092888617892
"b_City_Northeast_grtr",-0.214358608237405,0.147481773478148,-1.45345830323342,0.144317026955121,-1.48533137606878
"b_City_South_grtr",0.0282305282228234,0.14623013001988,0.19305548192418,0.147574080234817,0.191297334721
"b_City_West_grtr",-0.159442894381556,0.128020264777065,-1.2454504344231,0.128015125683999,-1.24550043230935
"b_Age_Millenials_grtr",-0.326429842119386,0.155866504489947,-2.09429115760045,0.161041596050031,-2.02699085283514
"b_Age_GenX_grtr",-0.492107085602872,0.166087749878424,-2.96293426795831,0.169942528279048,-2.89572651758378
"b_Age_Older_grtr",-0.424114235534742,0.187752957674942,-2.2588950969764,0.192182267685504,-2.20683333921724
"b_Inc_Mid_grtr",-0.100822424142172,0.130028020885373,-0.775389977142329,0.128849096694142,-0.782484524369624
"b_Inc_High_grtr",-0.0157931158432236,0.133933028098067,-0.117918007734879,0.134191668685584,-0.11769073294876
"b_Vpp_Sufficient_grtr",-0.0345526323389465,0.107292950821265,-0.32204009745716,0.106489783592173,-0.324468988229649
"b_Edc_MoreBachelor_grtr",0.387833322128243,0.114631884128604,3.38329361919183,0.116751666423658,3.32186540893479
"b_Gen_NonFemale_grtr",0.540535439227092,0.0967746625576159,5.58550580225768,0.0960886823846852,5.6253809065993
"b_Ngh_NonUrban_grtr",-0.229524352717696,0.100601649524326,-2.28151679224898,0.0998396757468235,-2.29892926835751
"b_Rac_Other_grtr",0.0965244231285838,0.104956744228332,0.91965908277982,0.105556395784492,0.914434624365649
