"","asc_smlr","asc_same","asc_grtr","b_City_Northeast_smlr","b_City_South_smlr","b_City_West_smlr","b_City_Northeast_grtr","b_City_South_grtr","b_City_West_grtr"
"asc_smlr",1,0.999910689052016,0.999999784697435,-0.00174213044691759,-0.00065682504639822,-0.00166236307748449,-0.000999723651130894,-0.000149952339486881,-0.00121768312918571
"asc_same",1.00008929204562,1,1.00008910147305,-0.00161497894284985,-0.000535184121946638,-0.00152646815579463,-0.000989683979221139,-0.000140079153412744,-0.00120643865617531
"asc_grtr",1.00000016583724,0.999910879594711,1,-0.00162517718048544,-0.000544858056932406,-0.00153735086536002,-0.00111553455094191,-0.000264707775434374,-0.00134728924314571
"b_City_Northeast_smlr",-0.00174212902589415,-0.00161497602451734,-0.00162517560236688,1,0.575183914478276,0.642197733396242,0.0926807660446147,0.0466399013929766,0.0526756741211849
"b_City_South_smlr",-0.000656818943013401,-0.000535177036370737,-0.000544851722419587,0.575183914478225,1,0.614818546986026,0.0450621123790938,0.0905426412137632,0.0504299176561368
"b_City_West_smlr",-0.00166232416712539,-0.00152642714946137,-0.00153731175764967,0.642197733395893,0.614818546985834,1,0.0503122369174103,0.0498537519622524,0.0848257063210057
"b_City_Northeast_grtr",-0.000999719036223214,-0.000989680446980638,-0.00111553090100644,0.092680766044589,0.0450621123790877,0.0503122369175184,1,0.583303459771743,0.658789919908028
"b_City_South_grtr",-0.000149943607912654,-0.000140071421712121,-0.000264700177152272,0.0466399013929091,0.0905426412137219,0.0498537519622665,0.583303459771722,1,0.652786625842921
"b_City_West_grtr",-0.00121767326595247,-0.00120643006696557,-0.00134728064507585,0.0526756741211122,0.0504299176560966,0.0848257063210597,0.658789919908011,0.652786625842931,1
