"","b_asc_same","b_City_Midwest_same","b_City_South_same","b_City_Northeast_same","b_Age_GenZ_same","b_Age_Millenials_same","b_Age_Older_same","b_Inc_Mid_same","b_Inc_High_same","b_Hel_same","b_Vdc_same","b_Edc_MoreBachelor_same","b_Gen_NonMale_same","b_Chl_Yes_same","b_Ngh_NonUrban_same","b_asc_grtr","b_City_Midwest_grtr","b_City_South_grtr","b_City_Northeast_grtr","b_Age_GenZ_grtr","b_Age_Millenials_grtr","b_Age_Older_grtr","b_Inc_Mid_grtr","b_Inc_High_grtr","b_Hel_grtr","b_Vdc_grtr","b_Edc_MoreBachelor_grtr","b_Gen_NonMale_grtr","b_Chl_Yes_grtr","b_Ngh_NonUrban_grtr"
"b_Ngh_NonUrban_same",-0.00994383023368682,-0.00123695804895881,-0.000862601958579754,0.000975598596477784,-0.00106335607062158,0.00141672054075365,-0.00172322676972346,9.85489569568756e-05,-0.000313819624029848,0.000778926575253021,0.000109704282604151,0.000485558567024156,-0.000807158007529057,0.000938200672976679,0.0139942320201481,-0.00462574061531343,-0.00139141206103515,-0.0005591956614599,0.000435839029766211,-0.00159231935163711,0.000897013219376575,-0.00110494854866889,-0.000232816990112442,-0.000199324854850603,0.000244285250032769,6.56420374013106e-05,5.72054203688968e-05,-3.41533810443882e-05,0.000618656234200259,0.00722974735536873
"b_asc_grtr",0.0310995404330359,-0.00408904220034935,-0.00396875106132041,-0.00407864455082576,-0.00777276679712856,-0.00627817586395938,-0.00589859289126744,-0.0097270433819168,-0.00915648551529737,-0.00248942706857421,-0.000186650596153353,-0.00610441576825193,-0.00385683687200492,-0.00419186770471687,-0.00462574061531349,0.0798410369637432,-0.0113756708158743,-0.0112799416199591,-0.0133649670298269,-0.0289030273495997,-0.019605651758948,-0.0182768149402339,-0.0202619547492619,-0.0197291312802122,-0.00607680003865561,-0.00136632625925959,-0.0166611539524997,-0.00726852808854102,-0.012541543046576,-0.012068068997856
"b_City_Midwest_grtr",-0.00376231783207899,0.0158683643076772,0.00436123961860292,0.00405157465248312,-0.0012159703013291,-2.09638556654779e-05,0.000356017527524307,0.00182962961117914,0.00151060740445693,-0.00022297334456844,0.000198710444198685,-0.000835079055534856,-0.000739100548502488,0.00046710990564081,-0.00139141206103514,-0.0113756708158743,0.04344349346338,0.0123544731839602,0.0117650910470706,-0.00193294511489869,-0.00133797126259523,0.00130389456664352,0.00147661325129488,-0.000764974974347796,0.000297455576335703,-0.000809814778491702,-0.0003727170543395,-0.000719285417277112,0.00255574676433,-0.00184334625846216
"b_City_South_grtr",-0.00408627699371511,0.0043782935703416,0.0109749368278278,0.00408870589312636,-0.000535932253403584,-0.000445177165741224,-5.54608099266281e-05,0.00110353302365829,0.000518352768646333,-0.000133113138104855,5.27172627336623e-05,0.0001049477704477,-3.27629388834943e-05,-0.000172542056308926,-0.000559195661459893,-0.0112799416199592,0.0123544731839602,0.0308802627456828,0.0120917421286887,-5.22657696314055e-05,-0.00068544272366538,-0.000861064583191421,0.00131856308034373,-0.00128153619694676,-0.000253127946540069,0.000368903782524413,-0.000580993932949351,-0.00153992872228633,0.00132566677232129,-0.000450617757509243
"b_City_Northeast_grtr",-0.00424701148289683,0.00406025735842402,0.00406415971998081,0.0107594695449878,-0.00192207998364288,-0.000382054824278995,-0.000618317829611792,3.86774088452351e-05,-0.000222332278132584,-4.53357877034521e-05,-4.14935265725237e-05,0.000651616358331012,0.000216318717493448,-0.000185718657809003,0.000435839029766228,-0.0133649670298269,0.0117650910470707,0.0120917421286887,0.033372430943488,0.000667784838956088,0.00013605548060361,-0.00215761360560405,0.00102818501015601,0.00141787027282812,-0.000633849312212745,-0.000109764680934558,-0.000475527198579977,-0.000148346606754235,0.000205070969244492,0.00262431590713193
"b_Age_GenZ_grtr",-0.00766224169425069,-0.00124203637044038,-0.000431077252948787,-0.00184519725119792,0.0357792829097975,0.00473080065511239,0.00576777720087565,-0.00108820392415356,-0.000682273944762522,0.000386740468660563,-0.00021798951129693,0.0049570959470926,-3.41910975347346e-05,0.00130978515694929,-0.00159231935163708,-0.0289030273495999,-0.00193294511489868,-5.22657696313745e-05,0.000667784838956094,0.0759189279822651,0.0161950912110966,0.0159159099872237,0.000815784130755,0.00403685862596332,0.000755025053658674,0.00146746761720955,0.0123305672289612,-0.00331670013069207,0.00353098622718425,-0.0032779270766774
"b_Age_Millenials_grtr",-0.00650312639009206,-8.39570624775346e-05,-0.000413844597773001,-0.00038338749881244,0.00473294215460274,0.00883606670257232,0.00472711656106068,0.000322305663976558,0.00145231998055608,0.000169501758103146,1.23288751398796e-05,4.05443819772019e-05,-0.000156234778183471,0.000592196698692663,0.000897013219376588,-0.0196056517589481,-0.00133797126259521,-0.000685442723665362,0.000136055480603613,0.0161950912110966,0.0251720966223672,0.014025512801781,0.000138255251245,0.00393520110200671,0.000452795785528053,5.40877377541231e-06,0.00138000674046079,-0.000739935001991124,0.00157303740238734,0.00212692524746955
"b_Age_Older_grtr",-0.00576603079730048,0.000467490332050199,-0.000236800404714547,-0.000747419496043551,0.00545619064661938,0.00464509915048926,0.0132068363265744,-0.000240632606513421,0.000171485269189492,-0.000286106952574796,0.000274751399291042,0.000531966073004637,0.000413890837286569,0.00276143388276673,-0.00110494854866888,-0.0182768149402341,0.00130389456664353,-0.000861064583191412,-0.00215761360560405,0.0159159099872237,0.014025512801781,0.0632902572347714,0.000267501439652647,-0.00182652317277289,0.000350295854567676,-0.000565793195029217,0.00180947299617131,0.000765121477028723,0.00809771054173635,-0.00253194349579638
"b_Inc_Mid_grtr",-0.00980924652332347,0.00161434365428771,0.00109977009125659,-0.00010707682219608,-0.000104873883064292,0.000401168953581285,-8.02680318351132e-05,0.0200212427944301,0.014424501763263,-6.09528973309185e-05,-0.000103942901645242,-0.00541066285763859,0.0011047435490444,-0.00106707212789203,-0.000232816990112415,-0.020261954749262,0.00147661325129489,0.00131856308034374,0.00102818501015601,0.000815784130755001,0.000138255251245024,0.000267501439652652,0.0446492734292404,0.0317909341064927,-0.000551416036301067,-0.000682515507129891,-0.0106451496548726,0.00116375870389878,-0.00415067799758163,0.00129009188010556
"b_Inc_High_grtr",-0.0091057670114034,0.00126794938923389,0.000438241117269426,-0.000393136739644742,-0.000149963945272099,0.00153127148076194,0.000237588588627661,0.0145118263484896,0.0176438078798163,-0.000339312188056359,-5.12408395987641e-05,-0.00658657951097861,0.000867646485277761,-0.000994556455277489,-0.000199324854850574,-0.0197291312802122,-0.000764974974347781,-0.00128153619694676,0.00141787027282812,0.00403685862596329,0.0039352011020067,-0.00182652317277292,0.0317909341064927,0.0443928663701294,-0.000740782238996092,-0.00102002400775929,-0.0145312304363309,0.00156591454852234,-0.0044113069949391,0.000935128293879022
