"b_asc_smlr","b_City_Midwest_smlr","b_City_South_smlr","b_City_Northeast_smlr","b_Age_GenZ_smlr","b_Age_Millenials_smlr","b_Age_Older_smlr","b_Inc_Mid_smlr","b_Inc_High_smlr","b_Hel_smlr","b_Rem_smlr","b_Vdc_smlr","b_Edc_MoreBachelor_smlr","b_Gen_NonMale_smlr","b_Chl_Yes_smlr","b_Ngh_NonUrban_smlr","b_Rac_Other_smlr","b_asc_grtr","b_City_Midwest_grtr","b_City_South_grtr","b_City_Northeast_grtr","b_Age_GenZ_grtr","b_Age_Millenials_grtr","b_Age_Older_grtr","b_Inc_Mid_grtr","b_Inc_High_grtr","b_Hel_grtr","b_Rem_grtr","b_Vdc_grtr","b_Edc_MoreBachelor_grtr","b_Gen_NonMale_grtr","b_Chl_Yes_grtr","b_Ngh_NonUrban_grtr","b_Rac_Other_grtr","logLike"
-0.567561366736083,0.0927484767947121,0.375888596941315,0.269583160333383,0.0411614738459473,-0.0349158440033237,0.0323835267914766,0.00730737403378508,0.0441496528014369,0.278388490023242,-0.222534436513989,0.0811082326915504,0.0120310998617908,0.164799872851901,0.217495458847629,0.0891488950391582,0.106849396177423,-1.27288869017302,0.31835202323309,0.450949978839527,0.199953318449809,0.766904260262726,0.423416779276577,0.282438213253681,-0.103884361972724,0.0103496484339016,0.143126479943794,0.284021992753133,0.0991436339881837,0.470817887100332,-0.573148483659653,0.733539303701197,-0.261499011349027,-0.299457774682827,-1776.80639770578
-0.472363860276349,0.0972427177316857,0.388589853177586,0.251538526103346,0.043803029899099,-0.0310473674111857,0.00345344132045002,-0.0787673832600528,-0.0797765145493306,0.270537509174181,-0.294370158788177,0.0762956003447467,0.0868148178162093,0.176915693223595,0.238137014686011,0.0764680835528778,0.0832454210969519,-1.20121582548492,0.324316961531488,0.48657822355909,0.175087765468738,0.632297221171071,0.426194375943258,0.211788550182136,-0.154534682731099,-0.0402734281444436,0.138665329944732,0.254662614092391,0.0931024057332184,0.468754058529316,-0.555924140872101,0.753678677267865,-0.266012008077573,-0.28427396034748,-1776.16114478206
-0.440299901619226,0.0923503204636571,0.377562324800149,0.239241433103877,0.0575427784957552,-0.0165400582539978,0.00318045495873366,-0.150005954790845,-0.125681833364517,0.262035546541186,-0.291509037410466,0.0733396049736958,0.0924151338033809,0.180745744040136,0.261034309317979,0.0720852145683119,0.131522757118914,-1.11796339019583,0.282049130518799,0.466163499760861,0.175697874712075,0.605083199445296,0.395400832319257,0.193525019809984,-0.188560659809622,-0.125118565792188,0.120998581308128,0.241837664982202,0.0864352705903566,0.517213986240209,-0.553012296285248,0.77620842420764,-0.268396215362742,-0.30931009787616,-1776.01056616993
-0.418818532215762,0.0556887870874155,0.338120465177995,0.245634404148161,0.0540514621306595,-0.030128379562327,0.0459518357965288,-0.194312647940907,-0.185579619080493,0.273908820776359,-0.289819175964635,0.0715682302214052,0.121980361147438,0.171818928920397,0.266576377179563,0.0803796746491652,0.114006930686855,-0.997018604165705,0.2219044901669,0.41926661789307,0.149522747116555,0.62702768535095,0.345516906775466,0.177276668663468,-0.316297312381555,-0.244234133581077,0.131818913875423,0.229675193563564,0.0833408422398987,0.551966330697253,-0.563080139332054,0.790643420684328,-0.283320583446646,-0.302204190487075,-1775.66183031531
-0.398992926536897,0.0201334518470063,0.337920742893365,0.221035679183947,0.0731700653369805,-0.0375244174575082,0.032141194033702,-0.212028878975985,-0.19777546586434,0.260849424691151,-0.267882299932998,0.0692128775621577,0.141753985008642,0.197510135236765,0.266742832081537,0.0742858868068058,0.0897515683205364,-0.925181259731657,0.226419037851137,0.394003250533869,0.119291337637573,0.643327707594871,0.373817030487226,0.206488831420853,-0.382514417453495,-0.302597217107784,0.120571057052189,0.231584785031277,0.0807119617191569,0.560953887055912,-0.608242495661978,0.77364983863168,-0.253387382534603,-0.313742938730628,-1775.63679708053
-0.379863032029671,0.0191949671720631,0.323114473079598,0.190975926536567,0.0933304022065835,-0.0119695288949445,0.0117363025160563,-0.223413599781379,-0.203687042715211,0.270625852259396,-0.261737808141792,0.0666705401478481,0.139366345350829,0.167930962644129,0.233680135948325,0.088765565248931,0.075055683022241,-0.901451297485631,0.230624996343996,0.407021011247697,0.089049640874133,0.659521728555516,0.397763081630116,0.237161971073925,-0.405820594071264,-0.327229712580803,0.126829599263626,0.230597260712769,0.0790625901475195,0.550292745983051,-0.613087138643985,0.766565976959696,-0.260443406151447,-0.341673176565377,-1775.48598059624
-0.261140955372725,0.0303285247775689,0.334488958835787,0.166552181185785,0.150139476119969,0.0522704140804233,0.130638788088409,-0.268994371667559,-0.239373221821941,0.257737901933432,-0.277386517832464,0.0499273603252158,0.0771742737305851,0.139925733102374,0.250380329715317,0.0278566157754504,0.0199667341032292,-0.946302727037882,0.288181543698202,0.432343538899777,0.0573393821309615,0.771683057260965,0.416502691399486,0.233441562570111,-0.319390549168405,-0.243117234939955,0.132764822997278,0.209887495005223,0.0594854367302991,0.507918350904061,-0.622795018852109,0.751540872111607,-0.266233051040772,-0.351067917635985,-1775.28349784567
-0.2735386891481,0.0223941724023953,0.313853251160286,0.174629060463917,0.165514539211264,0.0289772751876935,0.110923668508415,-0.285515233449164,-0.241932019869632,0.262191171907403,-0.273264536493972,0.0429333213804683,0.0939349490357776,0.144050868904915,0.265310328214416,0.0395207764007272,0.0122388343374584,-0.976360926268167,0.30148268777782,0.450017474931735,0.0899219475961362,0.765921638935137,0.382108821860565,0.265803625715936,-0.285774954195453,-0.198799994495218,0.132226809329458,0.205185514447585,0.0520889452094155,0.494139971323706,-0.622294140948491,0.759102564065233,-0.273455418043835,-0.329157986537171,-1775.02595298587
-0.317737046829947,-0.00316561346362591,0.327187675759629,0.203253293236247,0.148510626958328,0.0123238100895686,0.0988320236956111,-0.266287133213048,-0.247997335308212,0.265789934648325,-0.236519354668074,0.0395260095736008,0.129236613995549,0.131316295668906,0.24251923527601,0.0437688148608292,0.0429178264986715,-1.02646078963659,0.332749169955456,0.447966027708085,0.103043645696363,0.726065995419058,0.366130757435519,0.251800801844078,-0.256521100421449,-0.19308008250011,0.138405899014617,0.219635062809024,0.047675685140165,0.47784176754592,-0.60221488035085,0.78306495480137,-0.251962941975665,-0.318768809731878,-1774.96042649896
-0.381797899883342,0.0141427834655756,0.334177494490685,0.206866810067423,0.107100660360268,0.0250374979459193,0.0896818544385011,-0.252081166616642,-0.235854503537806,0.273995587449097,-0.209823379423558,0.0371546505253689,0.131019387438278,0.141886293817874,0.242918682530968,0.0677333615537353,0.0420385060367993,-1.07360705430231,0.337348915087679,0.465465856908491,0.107751134919621,0.669933434433521,0.357536087514777,0.216353973009998,-0.250228441682879,-0.19681947608886,0.146319111237637,0.248147057353327,0.0451971031038251,0.501943707939485,-0.598361163795439,0.761075092459711,-0.229630350900279,-0.301788314730396,-1774.7959069367
-0.395006664195346,0.0249289646204961,0.341340544126311,0.208807958522978,0.102246034168113,0.0213765532157026,0.0927372957576534,-0.260073709280612,-0.214178395563188,0.272994096679442,-0.211920548726704,0.0364581032632747,0.135541157240749,0.141473639808857,0.239237818816451,0.0710410163572218,0.0463085853270569,-1.07702172112884,0.34752045288834,0.465815887323182,0.10344995611413,0.657447263637618,0.349089915606075,0.210729280574732,-0.268746788670697,-0.182538182025841,0.144972523427543,0.244811855451185,0.0443621169132147,0.510834660002333,-0.591844865948064,0.760394192548557,-0.223987460116835,-0.310144224961723,-1774.79167101632
-0.433111046922894,0.0888554701449601,0.348594056438627,0.215969712440737,0.119857331318209,0.010111184479935,0.0759618809259904,-0.236121196243161,-0.192165423332169,0.277245403075282,-0.211544933967892,0.0398132762203178,0.12404550276662,0.157915938634108,0.253448390665651,0.0638912712488836,0.0541456609969883,-1.04773100172422,0.389860090644298,0.466793316988957,0.104838256728736,0.645741264881296,0.333229712792555,0.203756371434221,-0.287858864312391,-0.202342366730287,0.144169729845782,0.246380432070697,0.0482373178716764,0.498715316480655,-0.58211898536403,0.774667954015404,-0.25209885108419,-0.298728769015257,-1774.75277717627
-0.440632200722921,0.0863003361182647,0.352043879114437,0.223698164905701,0.115675151228846,0.0109965973037925,0.0758156475422683,-0.228789577922232,-0.190649576522401,0.277684710044326,-0.218290915428852,0.0417338224508828,0.127972872108498,0.156144843451894,0.251703045409684,0.0696525611127681,0.0544182632490847,-1.03681195444017,0.381411296673802,0.474078467469887,0.119687877480304,0.642671775722353,0.336379737523633,0.207091262420284,-0.285852527220605,-0.205520850708781,0.142012052676895,0.239389982934621,0.0503392815898617,0.500624305665178,-0.588819539239378,0.768737276104504,-0.255664797628921,-0.303788047195813,-1774.67631079933
-0.429515391667261,0.0721605646713556,0.349845840620967,0.221556509237005,0.115340970625818,0.00469541744125171,0.06256714817603,-0.233451097607713,-0.190122454522811,0.27836242725201,-0.218597137583609,0.0445227954089996,0.118985197172679,0.158249349548605,0.251923205685546,0.0738884826132,0.0540592173398116,-1.04893207484584,0.352092336479593,0.467988390644232,0.115873352704688,0.640867740728648,0.339184550432833,0.20970540788557,-0.291805666120747,-0.202959905044753,0.143551016621395,0.251276974158896,0.0536666588422429,0.500816917197016,-0.584381789149259,0.772880106817508,-0.25112910656085,-0.298051679586954,-1774.61706659197
-0.424062702942584,0.0641681181271189,0.33200364303696,0.207316727186129,0.100270194138645,0.00182580496307387,0.0560612676035154,-0.233900427810464,-0.193623502441622,0.278870801202106,-0.221899215555089,0.0449930018630368,0.125366776562566,0.163232859185335,0.252588078516822,0.075282905491153,0.0583764296778927,-1.05643469482871,0.349924691166455,0.456522325991474,0.109253431212258,0.647080302390179,0.343554699258859,0.209400401236871,-0.287738357358437,-0.200664812549872,0.143738787179466,0.248485469298414,0.0542469660742714,0.510404469629137,-0.580579310508191,0.77310606615483,-0.253317912597186,-0.296805421239368,-1774.59675271062
-0.421352361937614,0.0655326604650564,0.331993003523973,0.207222560289962,0.0999633478374498,-0.000352858554734284,0.056273027008113,-0.231790385388144,-0.194677519011427,0.278558774382182,-0.223437390647589,0.0450303242292263,0.127278503900119,0.159891144817745,0.251490049162329,0.0756347907883759,0.0574544968090527,-1.05770422276866,0.347528909001861,0.454017536206835,0.106657680592676,0.645798886333423,0.342150785986485,0.21240852455821,-0.284610336660627,-0.201451320972033,0.143800994309326,0.248192834305334,0.0542788556786943,0.515197690077934,-0.584177118338763,0.772527193421927,-0.252034045393623,-0.296312821137776,-1774.59127295936
-0.416583026026987,0.0463038620888968,0.336715445487912,0.208610003590834,0.0947450376552617,0.0031582344748842,0.0589866627791047,-0.234240009056492,-0.198822313388339,0.278137243984047,-0.226171719471931,0.0461283518085857,0.129658980209251,0.156416332226972,0.24662694217618,0.0775297321498084,0.0614115504833449,-1.05362747340909,0.327419454394932,0.465137525595116,0.115398388000173,0.648400226928293,0.349331983308323,0.218224796817994,-0.282755339148408,-0.200474679154977,0.142298799534734,0.246437137915205,0.0555007454810291,0.516183876237792,-0.591551336537577,0.763103974205673,-0.254301588986758,-0.292971288903914,-1774.55416163093
-0.415604725698802,0.0423267086349988,0.331750453103418,0.213631868757587,0.095191204100613,0.00586614517615543,0.0584340568895729,-0.233403566701349,-0.20121620755254,0.278123447101104,-0.2288488668495,0.0464293916713465,0.127118906105376,0.15734713172195,0.24962882938778,0.0840028305808656,0.0516821202883325,-1.05365898375515,0.322789483226879,0.460350475788042,0.123402171189456,0.647470083391242,0.352387897882374,0.216771243437071,-0.280784818157804,-0.201972546114892,0.142257136821612,0.244552887342941,0.0558850361779687,0.512993482200194,-0.590328686289852,0.765962788288658,-0.246868901594009,-0.305493976299127,-1774.54660533912
-0.41585363260468,0.0427533020961695,0.333552180206988,0.214783492373884,0.0955806887060651,0.00464497484901891,0.0554252026155071,-0.234420427389599,-0.202668089167381,0.278322352224155,-0.228225267257494,0.0465357347630748,0.129266918546487,0.157135933108107,0.24818202239893,0.0843545749726468,0.0512543943345387,-1.0528038425912,0.320258302260174,0.460504501764936,0.122558640105749,0.65077794719364,0.351913057416042,0.213997258747915,-0.279232937741384,-0.200719466136366,0.142245477128074,0.244728600642728,0.0559860921852079,0.514055513546041,-0.591161952599169,0.763708017351788,-0.247263173440059,-0.306336666508013,-1774.54610815721
-0.411847468406806,0.0370336041108606,0.332780725437704,0.213003788201721,0.0984837194470379,0.00408208221136049,0.0543707317039798,-0.23148050142539,-0.200861471363908,0.277876290399105,-0.230693772405978,0.046710543595084,0.129876625677579,0.153736391059787,0.24552349134968,0.0838420934383799,0.0530682721728853,-1.05393010059903,0.317805669243781,0.463778994491117,0.125484730367646,0.65109318965958,0.350936025198543,0.212242708646756,-0.279320744789773,-0.202235723515932,0.142166894697511,0.244422344810484,0.0561751165849193,0.519229781177584,-0.594715243616221,0.760772751184544,-0.247203756806428,-0.302853833375548,-1774.54545048678
-0.411824694635175,0.0368570190155568,0.333269614471437,0.212997339518956,0.0966813533213393,0.00430660626283782,0.0558608871843533,-0.231889519058417,-0.201457230745645,0.277849983719138,-0.230741785328162,0.0467954293158233,0.12984584572441,0.153564009056526,0.245724027925014,0.0838817367061882,0.0536988145232582,-1.05377185234132,0.316388755391652,0.463762269265177,0.124837789745695,0.649998278327313,0.351786403934194,0.215144674680003,-0.279071747008109,-0.202118643549436,0.142042997079407,0.244346794761006,0.0562732945883449,0.518810781458221,-0.595197893749602,0.760960869269558,-0.247564387225929,-0.302139143124493,-1774.54472428042
-0.412020614366308,0.0368656339882449,0.33361345099046,0.212830470409384,0.0961110799535461,0.00414612417971111,0.0566401069107195,-0.231780394608026,-0.201605004928596,0.27778934943066,-0.230260407916831,0.0468208673874784,0.129978372991103,0.154361189374534,0.245914002731903,0.0832643679537273,0.053032428866367,-1.05371652341253,0.316218011777913,0.463981110042425,0.124399346390034,0.649386628398594,0.351652028420661,0.216331856140846,-0.278843054082673,-0.202207859060154,0.141936473999094,0.244813234244436,0.0563034908828235,0.518771040007575,-0.594223332351343,0.761209503742891,-0.248355533435516,-0.303069714782393,-1774.5445295216
-0.414172419867616,0.0402955834365143,0.333743507487366,0.214064113225115,0.0922875451462455,0.00559547966897942,0.0589667320649643,-0.234439159377582,-0.203126668203154,0.278127596657548,-0.229902059081301,0.0467607543575657,0.128669426758095,0.154636949968652,0.24800098963235,0.0849251595841026,0.0544944223753273,-1.05305797140586,0.316529393111868,0.461273588106962,0.12252261797743,0.64783746044404,0.354188011113908,0.220543962776235,-0.279294711555137,-0.201130980917745,0.142019210460786,0.243823413558233,0.0562469843813894,0.514411604607517,-0.594616054871667,0.763543472065853,-0.247181939216227,-0.301888204850367,-1774.54440362853
-0.413219793741804,0.0386728457767372,0.333811393647356,0.213430484465091,0.093838474245658,0.00486981134802231,0.0581749381002757,-0.233168090609358,-0.202480228828878,0.27794822142247,-0.229920767770305,0.0468005691982299,0.129328221766167,0.154750996629695,0.247085341110806,0.0839491078787601,0.0536200262231563,-1.0533471092708,0.316270735511705,0.462619478554634,0.123243720058069,0.648335459103149,0.352984551089312,0.219048252509175,-0.278999246886393,-0.201661640627717,0.141941719335165,0.244434829476743,0.0562871248119937,0.516439051473746,-0.59414432514719,0.762529409687886,-0.247999955256267,-0.302711026889341,-1774.54403595051
