"b_asc_same","b_City_Midwest_same","b_City_South_same","b_City_Northeast_same","b_Age_GenZ_same","b_Age_Millenials_same","b_Age_Older_same","b_Inc_Mid_same","b_Inc_High_same","b_Hel_same","b_Vdc_same","b_Edc_MoreBachelor_same","b_Gen_NonMale_same","b_Chl_Yes_same","b_Ngh_NonUrban_same","b_asc_more","b_City_Midwest_more","b_City_South_more","b_City_Northeast_more","b_Age_GenZ_more","b_Age_Millenials_more","b_Age_Older_more","b_Inc_Mid_more","b_Inc_High_more","b_Hel_more","b_Vdc_more","b_Edc_MoreBachelor_more","b_Gen_NonMale_more","b_Chl_Yes_more","b_Ngh_NonUrban_more","d_A01_1_FL4","d_A01_2_FL5","d_A01_3_FL3","d_A01_4_FL2","d_A01_6_FL3","d_A02_1_FL1","d_A02_3_FL2","d_A03_1_FL5","d_A03_2_FL5","d_A03_3_FL3","d_A03_4_FL2","d_A03_5_FL5","d_A04_1_FL2","d_A04_2_FL5","d_A04_4_FL4","d_A04_5_FL4","d_A05_1_FL5","d_A05_3_FL4","d_A05_4_FL1","d_A05_5_FL4","sigma_A01_1_FL4","sigma_A01_2_FL5","sigma_A01_3_FL3","sigma_A01_4_FL2","sigma_A01_6_FL3","sigma_A02_1_FL1","sigma_A02_3_FL2","sigma_A03_1_FL5","sigma_A03_2_FL5","sigma_A03_3_FL3","sigma_A03_4_FL2","sigma_A03_5_FL5","sigma_A04_1_FL2","sigma_A04_2_FL5","sigma_A04_4_FL4","sigma_A04_5_FL4","sigma_A05_1_FL5","sigma_A05_3_FL4","sigma_A05_4_FL1","sigma_A05_5_FL4","lambda1_same","lambda1_more","lambda2_same","lambda2_more","lambda3_same","lambda3_more","lambda4_same","lambda4_more","lambda5_same","lambda5_more","logLike"
-0.0204794314162978,-0.00392157120944204,-0.0535708113040474,-0.0482768956186785,-0.00023230276849011,-0.00788113423731119,-0.0869372491004289,0.160273241862767,0.023959836918928,0.0523519711398259,0.0276453936493152,-0.00834286441744817,0.177123554064708,-0.12716087567915,0.0959466396743534,0.0662504062238566,-0.00759788350475594,0.0363825616900126,-0.0179075229888842,0.22976803400453,0.128496284348846,-0.114467480134847,0.0359780126448528,-0.342677686152351,-0.26912670099877,0.0383196794461521,-0.319334598234342,-0.0341832553546407,0.31489280575994,-0.249832711716659,0.510872788559344,0.50183841547861,0.659434276538261,0.564249511058511,0.65407499524425,0.803645373154941,0.743933451519427,0.446763134061718,0.41472672497264,0.465456215820074,0.419835005805887,0.441650517260722,0.585291436502827,0.461830896137945,0.62908861221799,0.488716994645136,0.529167517926584,0.485946649300603,0.846504997626233,0.575766132652918,0.894174905735255,0.89421720883613,0.787856880598684,0.881031468571396,0.795873074974846,0.60311542617009,0.723865829382678,0.920336550473281,0.934786798274579,0.902667087165521,0.929971610275188,0.920208614624996,0.856416632629541,0.91350163751554,0.815696313174769,0.908155182372752,0.880733047057173,0.904946573788833,0.634355921130521,0.860865524349519,-0.052940029303208,0.23299624735105,-0.0478766302205924,0.087226538813912,-0.0811902299624282,-0.225539702075755,-0.133012889563712,0.0376629161170271,0.124565903756848,0.362422131242191,-60818.508336503
-0.0403271384934416,-0.00878745026112012,-0.0701889163663084,-0.0627619877439476,0.000463123085605586,-0.00946415128518554,-0.122246803365397,0.204911027300821,0.0224039477365928,0.0419476579118248,0.0362329533090561,-0.0233052086374424,0.206489200731745,-0.146983488712351,0.0994814880232979,0.116343530166253,-0.00498495421511575,0.0540748897576544,-0.0179078897424029,0.294614194336181,0.167962675874254,-0.130326329352456,0.0425777541107992,-0.411424724615705,-0.28759503172617,0.04879196064012,-0.381605896153841,-0.0189631254274166,0.395904606054398,-0.289541112193012,0.516394828693336,0.510218685328699,0.660976012431607,0.565479300902214,0.654628821926541,0.83913384309136,0.741165392363316,0.459657904344117,0.427516274723289,0.444053397735131,0.411405217931836,0.451697816764829,0.583551018633183,0.466676368656032,0.630540620621279,0.495016551612307,0.531582165323803,0.490261988371469,0.845218334345248,0.580949363541037,0.891328802812804,0.891684864818135,0.787341671683938,0.881168740927537,0.794420282530023,0.61163919969476,0.73259294958534,0.918596016684564,0.932915493012392,0.903751570124018,0.92751531884343,0.920082727776495,0.857347399646394,0.914920622828271,0.814997466475393,0.906248123913304,0.88032312484143,0.901552215207108,0.614582572427661,0.858767734820034,-0.0390026448767572,0.266070463819621,-0.0455041587480175,0.100032094488281,-0.101857294131705,-0.284455847162327,-0.141873813568114,0.0339529928448945,0.174476859175501,0.433929069834482,-60806.172438276
-0.052672835614267,-0.0121541477924396,-0.0791811532721744,-0.0708655589088369,0.00189902144544463,-0.0106348538026192,-0.143580912547196,0.230668493326154,0.0212660962551659,0.0291645559137673,0.0317335554118776,-0.0349535997519742,0.220947868331059,-0.154569755232416,0.0988012359218557,0.149749109352844,-0.00316078360462109,0.0653477039127355,-0.017404082250011,0.331631032219674,0.190526723758123,-0.136409241913928,0.0434745604390076,-0.445216233836237,-0.28599480054825,0.0598995128928685,-0.412145920231524,-0.00697296534795329,0.439805324519583,-0.308814080680701,0.514141469983864,0.514448139411847,0.655750239942909,0.564123388860098,0.646858837797303,0.830615264378994,0.728308008044665,0.469331277590047,0.436231211425346,0.445109119062522,0.415413743960011,0.459833384683493,0.586445469507826,0.474435326776826,0.629088613080822,0.489981993333391,0.537923525555331,0.489046894378101,0.857403993486143,0.578978558211373,0.891046023151317,0.890875996144293,0.795597259995974,0.868604930414146,0.802894810279378,0.599144775625695,0.740126464811762,0.912268396393218,0.927240660492408,0.904419265890109,0.924399198973154,0.915663745242047,0.849195315290494,0.908217345000562,0.819585334589703,0.904566355253782,0.875782609351876,0.901428332820889,0.621058059760323,0.857287504210699,-0.0318851367935223,0.280620899476554,-0.041995958766058,0.106740558274418,-0.115614377894248,-0.312263878667048,-0.145681311152702,0.0318123651844026,0.199624930379003,0.468384477447292,-60800.7302868784
-0.0504484235367469,-0.0130346709838322,-0.0813368227194263,-0.0730781415912953,0.00461257617020583,-0.00717665298126223,-0.154964802075294,0.248247333455777,0.0256990140504431,0.0312671841568177,0.0298117726777741,-0.0366937979393462,0.231349446070595,-0.149808351159565,0.101562494278554,0.164758625736093,-0.00310981124905081,0.0708354677643618,-0.0182998326208706,0.351062946923925,0.199056049361596,-0.137579605807493,0.0381036037599329,-0.462032544132983,-0.285679651589956,0.0631084041965746,-0.42988697405366,-0.000792013880968379,0.456665686269618,-0.320330571281939,0.509256818845357,0.514926789732183,0.646392535861978,0.56426420797073,0.635914846687748,0.823968655234175,0.716579354561435,0.474955279140976,0.440359759927863,0.45638839644149,0.423035421742886,0.464818016315587,0.590652227473555,0.481797640061672,0.624856824283769,0.482460810676656,0.544821659862775,0.485412729742765,0.849576090343891,0.5748398024439,0.892305379346991,0.892199532089109,0.796825957004581,0.870900601346694,0.805878937431328,0.603443855593353,0.740003733715559,0.911730620509895,0.927420061255545,0.902503412235575,0.925042246362522,0.914766269978672,0.849861915017066,0.90725809845807,0.818132602870124,0.906242541289688,0.875523497994132,0.902939111415846,0.62078323614092,0.858485528939785,-0.0283042996874889,0.282761788428374,-0.0374151089295113,0.108835954957023,-0.124456696643712,-0.321610830684636,-0.1457917246532,0.0295646934470504,0.210627304921753,0.479093000193694,-60797.4528666332
-0.0470901393984363,-0.0138164582386094,-0.081638414625957,-0.0738527685222763,0.00781287142541934,-0.00411634217023966,-0.163288978480598,0.261010777822589,0.0304863386240684,0.0319735482567332,0.0262979494701838,-0.0388445258293533,0.237809678579019,-0.141892035179141,0.102231181448791,0.173836069929649,-0.00367051270024793,0.0742669065867788,-0.0197216066529534,0.36396548940744,0.202399813503561,-0.136341640518527,0.0299313834810924,-0.471682211265258,-0.284605493170163,0.062971967655453,-0.441804462929666,0.00366940151822566,0.462896902499626,-0.328249197904376,0.506523780697516,0.514996581175961,0.64314955296921,0.56248611420587,0.631994401064436,0.822026831760962,0.723563125531212,0.476697925910188,0.441178099547629,0.461732024205732,0.424344261769086,0.466674053917266,0.588380487616316,0.484037774063987,0.624298767553699,0.479140612811537,0.547590569704597,0.482179269972031,0.84759742941541,0.572173678938987,0.891385058641398,0.891337141563258,0.798702870718108,0.871332482134094,0.805708808677661,0.601216866558625,0.750500695805307,0.913504419244957,0.928744147748405,0.896825618298758,0.921744093750651,0.916844306596863,0.84800408487877,0.909893372565324,0.820034445914699,0.906868813546185,0.874914912055439,0.901382976761471,0.620247449072657,0.857621780407465,-0.0258868178072813,0.279387173951126,-0.0322540650110745,0.109253203389182,-0.131446057124659,-0.323046324691977,-0.144100929949049,0.0271799165055252,0.215321458257097,0.480085121317613,-60796.1398799829
-0.0372490905087219,-0.0215703440429392,-0.0821792601716393,-0.0786645305764268,0.0298596333206264,0.00764012335883303,-0.213609381234806,0.328814411271594,0.0573256509738553,0.0110396889550731,-0.00997989782397152,-0.0677032541519681,0.26478090194776,-0.0894549359501508,0.0915607004376257,0.230510501763533,-0.00758000461992807,0.094274186788887,-0.0289496074003596,0.436388859959106,0.217029504763238,-0.120988059086065,-0.0289448232546399,-0.515253428746407,-0.263663731607814,0.0603799652797247,-0.500505873506772,0.0331024615273917,0.484544099539129,-0.368087481543631,0.501065440206422,0.5180065725592,0.639239603948482,0.556437349697146,0.634875666330282,0.837836465443572,0.751927304317438,0.473651289155486,0.436845159424725,0.476616124151034,0.421326535251752,0.465592572894211,0.573372427570598,0.479608295675257,0.624001711266758,0.473939468644933,0.552076380759183,0.470689204501849,0.852606640750436,0.565927538637935,0.892695416601414,0.890488098805517,0.805547506685996,0.870079308654943,0.810160552703087,0.596282017887371,0.722839419877841,0.914997945980649,0.929388708925185,0.893084832639038,0.920839675158149,0.918816337709419,0.854733495238291,0.910135129368794,0.821402760704066,0.907301581752283,0.872088559338362,0.903353929016546,0.625200664885036,0.859364019129637,-0.0142470877062624,0.245762093292674,0.00190204640179274,0.110065868937928,-0.172884303820373,-0.313130334226358,-0.129062449920192,0.0121287487508057,0.22859828930061,0.465087153514908,-60791.7399682072
-0.0350474595972282,-0.0239680772453811,-0.0816069585848498,-0.0797401709919801,0.0363203724611557,0.0092881723615818,-0.225640218896343,0.343983709786741,0.066106462495588,0.00691710974885853,-0.0157753049010027,-0.0771151286493967,0.27153665065696,-0.0762930234419709,0.0873725927377599,0.246173745816049,-0.00869420528748884,0.0991789580477492,-0.0314833931601781,0.454720506115048,0.220680806597342,-0.116119743351363,-0.0450721269841782,-0.524894420741203,-0.25885775267453,0.0584396717534031,-0.513229041199629,0.0402239940151062,0.488975196424377,-0.377710941499523,0.50236652942263,0.517517166364232,0.639718302687893,0.559978416829202,0.635686148195676,0.835868235564827,0.751290373359486,0.470752788885429,0.434577589601067,0.472858809140667,0.419570193386153,0.46286045858494,0.575527601366181,0.477486254360692,0.622757695634361,0.476150998521191,0.550212487949187,0.472841475531562,0.853666914376884,0.567255064034467,0.892752632196732,0.890960185736755,0.802097798177773,0.87085572957925,0.807727232722136,0.597738530607463,0.727985963725214,0.91265024133571,0.92862363420615,0.897740990493188,0.92571437953812,0.915128653221832,0.854153424887355,0.907603891128323,0.817767529659796,0.906472392243671,0.872732558127167,0.904203783379108,0.624058845922009,0.859241040972403,-0.0136216452583807,0.23785360549226,0.00934180766475627,0.111330909605895,-0.181361294953542,-0.308495564605296,-0.125550527249722,0.00899468310412038,0.228040194620157,0.459238080041683,-60790.1720255644
-0.0318904534460822,-0.0275043511066551,-0.0800093958290622,-0.0810086803804246,0.0459019757353067,0.0101166819597557,-0.240540395374879,0.36192684699321,0.0804632873709016,0.00474878382672471,-0.0185995034074656,-0.0913851113354022,0.281199541604909,-0.0596388331892182,0.0808573974443732,0.268276445754478,-0.0103798818861928,0.105403660689598,-0.0351189789955635,0.479324278107026,0.225702945850639,-0.108974782100284,-0.0674258595148457,-0.536950995591269,-0.254731384337848,0.0546339915227532,-0.528288895352635,0.0488312818376726,0.494484549039206,-0.390603981523907,0.504747036135445,0.515106506628505,0.644325963691732,0.565030610240083,0.638043437770758,0.831011571387519,0.740118621746626,0.467445002525049,0.431701051940708,0.461964774846413,0.416850625965936,0.460148746356382,0.582028850402669,0.47605968460892,0.624835808128612,0.479749331478444,0.545272467382527,0.477221118904514,0.853578608972453,0.569968008103696,0.891882587852476,0.890155198154013,0.802650458458799,0.868605975208922,0.807469253651187,0.600675249959444,0.72927290638879,0.915375897744094,0.929697308420945,0.896412815403301,0.921502430465284,0.918565075655462,0.851990128538793,0.910146281200223,0.822148490524361,0.906487324232165,0.873521286208301,0.902025831098198,0.621753726634397,0.858202226930963,-0.015415777894351,0.229070359910926,0.0171680594305022,0.114148880142553,-0.189484556577252,-0.30127639607586,-0.12195874666184,0.00591227075491027,0.223351541452558,0.450274018688184,-60788.3953663036
-0.0334982430371948,-0.0362378702114997,-0.0748061114078275,-0.0843047179779483,0.066720951705174,0.000240573720654315,-0.259284438841738,0.375887963796341,0.114948118275882,0.00954760424051827,-0.0057273541691104,-0.130629620675097,0.298205261183875,-0.0447702294693927,0.0614150940110691,0.314859648729632,-0.0141002047035967,0.114256299678095,-0.0420415038325688,0.522352234408,0.237172803564834,-0.094496492672389,-0.106465009622426,-0.553635782926353,-0.259986907925389,0.0484702798108272,-0.541934792601256,0.0582496477078746,0.506100415314126,-0.412686012356559,0.508083765952049,0.513555899698881,0.645997913322268,0.547623951896464,0.639222459670757,0.835283136852568,0.734914320543957,0.466568221591394,0.432011567811502,0.461780505694083,0.423262701649453,0.459256033822298,0.577212514919708,0.479890970556013,0.625834909257829,0.479085280779912,0.540166802777884,0.482095156748983,0.848393856389916,0.573807224815967,0.89235090708587,0.88858632174925,0.798890860812405,0.868742293917471,0.810202059012258,0.595758206346952,0.732006277270281,0.918825031098817,0.930556112745885,0.899268731622386,0.918879164070127,0.924816464987931,0.851947994519913,0.908024205192703,0.815062496061709,0.904844057907502,0.871813424807904,0.901977253921525,0.626510337552628,0.860918465414152,-0.0318519618106578,0.227841995437461,0.0161409124440462,0.124410622511454,-0.182891399714298,-0.288509561062443,-0.124835176914813,0.00783085107502366,0.196632574809048,0.432829415905838,-60786.0238486988
-0.0358629108871066,-0.0430408436156867,-0.0706055849874653,-0.0870821384676402,0.0833090823611129,-0.00844585070720393,-0.272160175525925,0.383848662684486,0.141885381837089,0.0131094031520553,0.00305683902089239,-0.16239278995436,0.310410785023526,-0.0363447106049271,0.0456502910275718,0.3496252338876,-0.0174963743140123,0.120022098028693,-0.0477423417905936,0.554722921422098,0.245161803622549,-0.0834492066547244,-0.136445724164071,-0.566493159479075,-0.267704934658924,0.0448618447554146,-0.551718930299932,0.0636197402616235,0.514209188206878,-0.430476409006305,0.508348769283918,0.51501406001419,0.647668004990984,0.542069243403166,0.637446585536749,0.83715414588484,0.733568653184162,0.465142171418421,0.431730948381101,0.463769989436294,0.425628023018044,0.457324076401577,0.573494653146176,0.482332794067205,0.629550962879222,0.478344366656479,0.5413377771772,0.481968705385286,0.847281476256587,0.572692165141495,0.890883208959883,0.889746531951182,0.80120291774827,0.874863516463883,0.805687038808132,0.594142913013114,0.731328078015434,0.914955439199341,0.929545513089227,0.896270212975273,0.920788937544899,0.917387013603658,0.853100436919324,0.907339330791201,0.822472142359687,0.907284390330632,0.874725892649007,0.901526839595731,0.627422573644507,0.856670440847278,-0.0445372483170198,0.228718088176697,0.0132499226882239,0.132393936550105,-0.174920317302989,-0.279393815122756,-0.128604924994125,0.00991530271380426,0.17577624638065,0.419012755923112,-60784.3063469311
-0.0431530562564223,-0.0590158072737663,-0.0589190799756379,-0.0947747325113236,0.128495692188626,-0.0309782196818243,-0.296492500138782,0.393522856949877,0.210715972783486,0.0204513981661455,0.00995324930190443,-0.245100681523787,0.335713631114308,-0.0286953857394513,0.00561951189815995,0.427705680960128,-0.0299371942993112,0.127986526393698,-0.0647246696884627,0.63224771760962,0.257935952089288,-0.0564681261979004,-0.212764020260297,-0.601153597725619,-0.305448920816642,0.045137148432474,-0.5771718262002,0.0665047529927621,0.527887127636567,-0.48176145986084,0.500477640012229,0.522278608053945,0.638001136388789,0.572607730304063,0.64096023921284,0.827123008057613,0.747058188279733,0.466601572600779,0.429190003590046,0.477832353335382,0.408075272903347,0.462878221656842,0.57640604834848,0.477835832796113,0.618957251539491,0.476114249588762,0.557460059994423,0.466542931744064,0.862588554026249,0.566329823430523,0.895634600813536,0.892461096635293,0.802296145116153,0.865403246796375,0.813749909373677,0.60684568645886,0.727013708218497,0.916535783713468,0.931321133223905,0.891626644545223,0.920699603628242,0.916517004420293,0.85280538398537,0.915001889231493,0.817858104768679,0.908161110001535,0.871845522723058,0.904018231495242,0.614494858716505,0.862504329279741,-0.0688607815045187,0.236839548566854,-0.00152187408767834,0.150435638873766,-0.143551480480026,-0.260459792695332,-0.144471734170955,0.0161250500866447,0.130801434100904,0.381795247383036,-60782.7030429782
-0.0424994690927155,-0.0600209362671106,-0.057328376031126,-0.0954232660702366,0.134047677039482,-0.0321052520410844,-0.297374464899759,0.393715153352494,0.218483036422337,0.0214655165904187,0.00815406710028651,-0.252537975219218,0.337290083623092,-0.0295920513171585,0.00252732557482767,0.435753514545429,-0.0319119514868492,0.127880542498612,-0.0667542709571492,0.640004765226778,0.258295688406618,-0.0534761729677722,-0.220606709983547,-0.604660253616717,-0.308856058311376,0.0482364918639195,-0.579304939430768,0.0656784920964987,0.528648242349668,-0.487605161934249,0.498929867421417,0.521211859744883,0.638154742043647,0.576000588029562,0.639093921634514,0.827397352840189,0.749057537081639,0.46725255707239,0.429155905065398,0.4779473189712,0.407812743565211,0.464244089387558,0.578975457164218,0.476358956960964,0.618535779864171,0.475637872887033,0.557867197765603,0.466011280003468,0.862136386767953,0.565073518739129,0.894459793893353,0.89017022352439,0.80440301903328,0.864897673135619,0.810544798123127,0.606759171593473,0.726570468149269,0.918215344277959,0.931959251437198,0.893779850310791,0.923093141148802,0.920674239341229,0.853666075005506,0.911685899204295,0.819502541470269,0.906825269785366,0.86974339333148,0.904653803305661,0.615199382314471,0.861643708877139,-0.0684286498831152,0.238214149910748,-0.00332074302799293,0.151106597861737,-0.138849938697347,-0.259013060548663,-0.146888206129306,0.016773458064195,0.128781478171724,0.377627092543197,-60782.3293933646
-0.0324488685254354,-0.0605096448642851,-0.0495437363406383,-0.0969602203701809,0.15936114343168,-0.0297982634278051,-0.293072418018517,0.391772185564278,0.250861623187746,0.0261782055813855,-0.00666651567734647,-0.27446237938082,0.33808508325961,-0.0400914875926854,-0.00384162889289751,0.467686713558522,-0.0425808440905359,0.123384450598974,-0.0756287298955808,0.668706954038532,0.255575916828273,-0.0408349871948304,-0.249989103571124,-0.617270527121297,-0.316158923319222,0.0721731692372749,-0.584640126075268,0.0581132538590825,0.528768270701692,-0.511419542603955,0.49576506327747,0.517102757311977,0.636905552962853,0.58171222452046,0.637199616844803,0.833663412921649,0.756557734985768,0.465605344361245,0.427129259821849,0.467880263502752,0.413608634962481,0.462182495953409,0.591153869333889,0.475965666555403,0.616565995471205,0.475516668082928,0.556624040702827,0.469715710566673,0.852269481767747,0.562638809573026,0.89628249584121,0.891055384962006,0.802023722544464,0.865742816659018,0.816439603413569,0.599340468327439,0.724930297509589,0.917534899427057,0.932662591604883,0.894085865620952,0.921646106365887,0.917586980197712,0.849930953542478,0.911218828551556,0.82054245187765,0.908535362517939,0.871556398331755,0.903324736988317,0.623761133017397,0.862817126861585,-0.0530459553863674,0.245532635539613,-0.0102954847108322,0.147445665848052,-0.115395281520492,-0.255677650009784,-0.15888010327471,0.0186491875846972,0.13381170406516,0.360591942811719,-60781.3249186337
-0.0168091527667438,-0.0581064403008384,-0.0407974955109805,-0.0978770247013899,0.190899131376743,-0.0213322408743415,-0.282071430176383,0.389069627299841,0.284991086396033,0.0248146043117594,-0.0143706614251428,-0.294170945873676,0.331452902328667,-0.0576517557171258,-0.0083682165160139,0.505412715341996,-0.0572535558662633,0.114865348774276,-0.0869632619039861,0.700421504742561,0.249175897390507,-0.0252530387992346,-0.281990257252896,-0.630740025219252,-0.315849145687711,0.093222948366275,-0.588671957384941,0.0468614842802484,0.52538835324143,-0.53682129485559,0.50012344059727,0.517591063736209,0.64022912067026,0.571927125894166,0.630811371184016,0.830065443520833,0.754321231091704,0.46176889775511,0.423928052692793,0.467313658033717,0.417604905384322,0.459287243481111,0.587180708604768,0.480079995855077,0.616350521612125,0.47615596749116,0.551374690398938,0.472531993843155,0.859603399792671,0.566142523884688,0.894939389894224,0.899793723796015,0.809630238313329,0.861537168193867,0.806546229444401,0.604519902844957,0.724710727168106,0.915614588422112,0.92889463420698,0.898787551532289,0.919271058903748,0.91706970242672,0.852974861763531,0.924559869717715,0.8152862861891,0.904343678966049,0.870169919363156,0.903392477198297,0.617908700559135,0.864206438740301,-0.0290304668720749,0.254894657424279,-0.0153030826377127,0.137582446659857,-0.090119390762633,-0.253411427943294,-0.171524371891982,0.0169887050631712,0.148031643637204,0.343836839688586,-60781.2305167663
-0.0108248258832652,-0.0567664191112795,-0.0379123058494028,-0.098052556204569,0.202530029809708,-0.0174132888584915,-0.277118980678363,0.388232067853703,0.295933483372181,0.0225988143978937,-0.0145269952962113,-0.300444385247956,0.327545214473443,-0.0648564450193406,-0.00976798994353908,0.518945098018319,-0.0629033443850128,0.111228654993364,-0.0913011759274352,0.711478236419273,0.246353232338794,-0.0195431677260464,-0.293030839385847,-0.635414033960143,-0.314453540110647,0.0980304533861328,-0.589857310031608,0.0423642917987144,0.523385214482587,-0.545292168916058,0.502101092338112,0.517187920103574,0.639509035966994,0.568241448289549,0.632013650604093,0.827516028634941,0.751611330042553,0.461297061522696,0.4237507666794,0.468499604157363,0.417672773637339,0.458781816126221,0.582658755011734,0.479564592602646,0.617832693248438,0.476727596132858,0.550212075646904,0.47249442353812,0.863440201017621,0.567295611812611,0.894398558100897,0.898008191023961,0.807744122100689,0.863193352176985,0.808168948557949,0.607443111459921,0.725470510887237,0.915925783775853,0.92930684655729,0.897951480970422,0.919607032879895,0.917888255385022,0.853575501479812,0.922201399584592,0.816341586096066,0.90473899601045,0.870535230367767,0.903451066507345,0.614066180183971,0.863295895121117,-0.0203341253441283,0.258373124431018,-0.0163802729410316,0.133217195960244,-0.0823153906139923,-0.252688197002846,-0.175602417910585,0.0155424011406688,0.15398415869798,0.338946527677353,-60780.6230835931
0.00490186539118944,-0.0515840576891693,-0.0327820674551461,-0.0976493022807419,0.234289118727603,-0.00456179052053608,-0.259713485718885,0.388255112759671,0.314030899209843,0.00867205822444764,-0.00221868943621509,-0.314812858274719,0.310307778664851,-0.0873231249869346,-0.0140279374977289,0.554464845796056,-0.0790990833714831,0.0993290061080743,-0.104439752544964,0.738827537570668,0.237813985259398,-0.00442651671351197,-0.319139219302764,-0.646990585513863,-0.307970881026064,0.0920193600427879,-0.591896315985374,0.0281485645573228,0.514123345183136,-0.562681929203197,0.499463493393974,0.521606243285788,0.643728148790082,0.569064073809394,0.636571824173352,0.829186842627555,0.741558438167905,0.461935793675476,0.424155517773289,0.473499299913735,0.406669706748421,0.455470199692357,0.577181958420393,0.477010802157667,0.616603756660318,0.476465244049242,0.553144761685224,0.46796463325188,0.855520539712132,0.567426953716965,0.899223680669882,0.894895529626027,0.81396190945762,0.861439941680956,0.802085501851856,0.603693610723198,0.72918877128833,0.918979261174534,0.933745832566512,0.894369857066159,0.917555112659752,0.914927197009337,0.852041968789114,0.916149397814122,0.81072810087158,0.90838943970691,0.874244017466596,0.904395005319922,0.61922511154394,0.866575238791805,-0.00589750341145625,0.268244683806402,-0.0159181914817509,0.120312898817836,-0.0741526116825999,-0.249283950946901,-0.183169375373872,0.00771364970460624,0.167291900016202,0.335910446420123,-60779.9971148847
0.0124750257520223,-0.0489844797301499,-0.0308864295678975,-0.0971763729719636,0.24910995954801,0.00167000377702751,-0.250859449399289,0.388903514683403,0.320212319754005,0.00246176931402054,0.00390945851817086,-0.32075332639167,0.301661491573839,-0.097873602921238,-0.0159289267513047,0.571219239307911,-0.0865863954329296,0.0935993540818052,-0.110739674570448,0.751016844739485,0.234241904083429,0.00246560766245807,-0.33020729811798,-0.651978924154266,-0.304764080032341,0.087376972373451,-0.592260876691102,0.0212174086776834,0.509476084831269,-0.569343692238972,0.496665726068209,0.523985941567878,0.643358178993317,0.570345172160143,0.63914263871676,0.830478648642335,0.738863187064038,0.461416395806349,0.423435345807216,0.475166107799915,0.40286720616898,0.454663449993054,0.577182883052912,0.477804663520999,0.617068110377839,0.474926583824173,0.553681861919323,0.466034035776582,0.851629535108981,0.565876294415206,0.897609138604646,0.895640764844327,0.811136855790599,0.860586496429986,0.802651252699337,0.601495508741513,0.730527422175033,0.917952557892323,0.932004088400208,0.895432879137893,0.91955984378486,0.916474780245291,0.853139024667225,0.919198649796106,0.812520027053868,0.906775304099737,0.871979911419703,0.90457983043272,0.622119413616027,0.865272641412302,-0.00197281592750171,0.272999097003639,-0.0154071020790389,0.114746392883708,-0.0731564537691133,-0.247234011564533,-0.186110809820278,0.00377908107408101,0.172037319301652,0.336869928324226,-60779.3876299541
0.036530477377946,-0.0415211816647156,-0.0279037794223887,-0.0939535925302307,0.290400466006241,0.0192733685943143,-0.222742583087525,0.394358938493562,0.326591000784508,-0.00375566542266084,0.0118302718478724,-0.331891067365931,0.277884494787662,-0.124943850682943,-0.0201121028430719,0.620459759477469,-0.106022105768898,0.0776134073856145,-0.128784671626873,0.781797326804294,0.228965175747027,0.0204845271338763,-0.353702537156398,-0.663267278420677,-0.297691746663887,0.0755385261126374,-0.589062556047433,0.000573496572148873,0.496477718177465,-0.579119408355123,0.49426692893497,0.519400130620363,0.64490034630343,0.571702521071385,0.63258083499957,0.829142803034685,0.749190359005169,0.459056646323557,0.421821990330676,0.466708398414236,0.409104797660772,0.454932687149373,0.582915913466881,0.480549283998268,0.611848738758253,0.469526261134433,0.555257823125096,0.46659617904179,0.85591424857211,0.560639005789038,0.898534455119449,0.896018581558088,0.811406692597184,0.862231442575741,0.804679194830812,0.6040262435805,0.726102552275201,0.916989552804651,0.930993282398904,0.896135810370025,0.919378770574647,0.918087413268375,0.849845094787452,0.917879421081347,0.812405167756053,0.909377728662015,0.871970060411098,0.905087369725024,0.61841797974792,0.866609159865037,-0.00788978033574949,0.286293307425712,-0.0143756766631363,0.104584063123127,-0.0840962960877895,-0.23938480756365,-0.191152841540816,-0.00672027193629798,0.1748199356151,0.352308561795353,-60777.8799489104
0.0435721066116403,-0.0397979936328501,-0.0276891961862259,-0.0929031994263286,0.30317809206773,0.0238699503037083,-0.214011835805161,0.395914320910796,0.32638216120281,-0.00300073706195153,0.00971770168414979,-0.334643430047613,0.270656063287697,-0.132104602318935,-0.0223991986034699,0.635490680400977,-0.111648519016409,0.0725659050861506,-0.134624263092497,0.790637058770849,0.228403027296687,0.0257205825659711,-0.359374202406212,-0.667122485394457,-0.298714731086922,0.073832682068677,-0.588268294199581,-0.00645871285568949,0.491766394342423,-0.580693430591776,0.494488979025327,0.518710383201647,0.642541039804511,0.570896906198644,0.631451908537017,0.828917231076304,0.749902959874222,0.459474424406955,0.42168285858688,0.466629270625367,0.409663867731399,0.454220451910409,0.58406199155202,0.479265692658295,0.612601944626263,0.469572983725117,0.554138029426205,0.46623925696337,0.856193471858974,0.561048645140006,0.898409204001326,0.89619042236206,0.811145266737506,0.860459678146887,0.804999128175302,0.604127950669398,0.726230797777941,0.919724850424481,0.934295269885541,0.897719577776195,0.918004127804964,0.914372801714322,0.853108601902144,0.917394734070989,0.81376960169607,0.906887788920403,0.872089925847661,0.903394176372693,0.617912276926726,0.866899935107434,-0.0105309648465368,0.288282831961367,-0.0145721440147875,0.10332450424089,-0.0883016949114433,-0.237631624919878,-0.191323218874249,-0.00982494146400089,0.174535339598571,0.358191303999832,-60777.3921371274
