"b_asc_same","b_City_Midwest_same","b_City_South_same","b_City_Northeast_same","b_Age_GenZ_same","b_Age_Millenials_same","b_Age_Older_same","b_Inc_Mid_same","b_Inc_High_same","b_Hel_same","b_Vdc_same","b_Edc_MoreBachelor_same","b_Gen_NonMale_same","b_Chl_Yes_same","b_Ngh_NonUrban_same","b_asc_more","b_City_Midwest_more","b_City_South_more","b_City_Northeast_more","b_Age_GenZ_more","b_Age_Millenials_more","b_Age_Older_more","b_Inc_Mid_more","b_Inc_High_more","b_Hel_more","b_Vdc_more","b_Edc_MoreBachelor_more","b_Gen_NonMale_more","b_Chl_Yes_more","b_Ngh_NonUrban_more","d_A01_1_FL4","d_A01_2_FL5","d_A01_3_FL3","d_A01_4_FL2","d_A01_6_FL3","d_A02_1_FL1","d_A02_3_FL2","d_A03_1_FL5","d_A03_2_FL5","d_A03_3_FL3","d_A03_4_FL2","d_A03_5_FL5","d_A04_1_FL2","d_A04_2_FL5","d_A04_4_FL4","d_A04_5_FL4","d_A05_1_FL5","d_A05_3_FL4","d_A05_4_FL1","d_A05_5_FL4","sigma_A01_1_FL4","sigma_A01_2_FL5","sigma_A01_3_FL3","sigma_A01_4_FL2","sigma_A01_6_FL3","sigma_A02_1_FL1","sigma_A02_3_FL2","sigma_A03_1_FL5","sigma_A03_2_FL5","sigma_A03_3_FL3","sigma_A03_4_FL2","sigma_A03_5_FL5","sigma_A04_1_FL2","sigma_A04_2_FL5","sigma_A04_4_FL4","sigma_A04_5_FL4","sigma_A05_1_FL5","sigma_A05_3_FL4","sigma_A05_4_FL1","sigma_A05_5_FL4","lambda1_same","lambda1_more","lambda2_same","lambda2_more","lambda3_same","lambda3_more","lambda4_same","lambda4_more","lambda5_same","lambda5_more","logLike"
0.0845526780813202,-0.0326181678091248,-0.0302515245923659,-0.0868141436105391,0.384028726865379,0.0476854692780385,-0.159692549182958,0.403359953926921,0.314785126713078,0.0120573116767218,-0.022857895438579,-0.348858047177793,0.225173673242012,-0.17031193000652,-0.043264383797714,0.730237162496216,-0.145213045704867,0.0401861150567076,-0.172644958519959,0.843529759854765,0.230741984344657,0.0573740747171541,-0.386888709808234,-0.694077314743755,-0.320052696143168,0.072626951625266,-0.584884741805666,-0.0539480586069826,0.458241047953871,-0.583703259949152,0.49930395159306,0.518920233076407,0.625091193346216,0.569686440356079,0.630334066597481,0.829926188440968,0.738781859517266,0.459479633096871,0.415978975839951,0.473639594777921,0.406846779433643,0.454464960934065,0.57326714481248,0.465952092148823,0.619373483767942,0.482838458100624,0.541905362711098,0.466257147488252,0.849782163218904,0.569803778530086,0.897286074414091,0.896351076026623,0.82054725756355,0.863159294725322,0.805725877298362,0.601414264577049,0.729808615005151,0.915791153951103,0.93114506674923,0.892472245227926,0.92128722855367,0.918407605870568,0.850555080035305,0.921516588942996,0.810479237261738,0.907535672566193,0.875088316319818,0.906917933743836,0.621166513216113,0.864359174489696,-0.0269037847899676,0.287798558584929,-0.0180764630420039,0.104902977107737,-0.11519143497352,-0.231565570220836,-0.184646240659158,-0.0280292654471285,0.169429282987939,0.397953504324964,-60775.6650301747
0.0992899655323436,-0.0342214855337562,-0.0354888119955789,-0.0867352678629576,0.42017349093066,0.0527739482796588,-0.138642772417831,0.400427809423615,0.303845624355919,0.0188391016483994,-0.0290420756014811,-0.348578299944122,0.205594052182112,-0.175615544632975,-0.0584346173028851,0.775477637335227,-0.158178025471801,0.0256016346849642,-0.189395395871112,0.865339089907098,0.239047559557753,0.0709396131686266,-0.389741690998468,-0.709662763548233,-0.331666699466276,0.0745854050304821,-0.585616534229248,-0.0768188637403648,0.439855694619047,-0.579680365055286,0.49802520400765,0.512581499948417,0.635996747601214,0.566186767421823,0.6293282406359,0.829116743662743,0.735812459598044,0.456266827439921,0.420263649635031,0.476400244970607,0.398344342040566,0.452209662520905,0.572001594196567,0.468684003813795,0.616178938644174,0.475300085322913,0.544690562328659,0.465967433025863,0.848924727430649,0.566161601291165,0.901098955744369,0.896129943331928,0.81289716485898,0.862309966195172,0.803869220746943,0.601939450664895,0.732022654428252,0.91333237108612,0.923793281492826,0.895115512547365,0.916529093999292,0.920701314262524,0.855822815563787,0.919112808383344,0.8132717597535,0.912606148815405,0.876388719056701,0.905181739835556,0.621069814404171,0.866856295146633,-0.0243849301249653,0.271351522300491,-0.0199838197319931,0.114332471076994,-0.117950552997106,-0.236886451404185,-0.174094389347159,-0.029692263015201,0.171989358708863,0.410141587573963,-60774.65855889
0.107919294955027,-0.0360942866895176,-0.039407887856267,-0.0874761441757499,0.442015201485491,0.0549608308836175,-0.126585821640014,0.397366968200595,0.296275696622495,0.0215516245528616,-0.0300720394431449,-0.346745243334346,0.194468326303494,-0.176310353145728,-0.067750267544615,0.803219318092853,-0.165747257728357,0.016729405633581,-0.199294128624063,0.878154353373958,0.245336938936009,0.0789219649159883,-0.389792618863303,-0.719663997945901,-0.337547716715109,0.0762629028418628,-0.586530222154428,-0.0910561747544681,0.428261964723266,-0.577060356304675,0.495492947096711,0.509846871416389,0.643556845016212,0.564449192281738,0.630682143044249,0.828289689966608,0.734020985962181,0.455533333221186,0.423409626126508,0.475560793546176,0.396078671895398,0.450403821452488,0.570085723938515,0.470298230322277,0.613158935604547,0.469541892083138,0.5456886286178,0.465503058216005,0.848786223010972,0.562770225371627,0.898824487098563,0.897907541869583,0.811649681576996,0.863225356170339,0.805241132428996,0.602669942024646,0.731832086612705,0.915592648437088,0.927839331419631,0.893709469786716,0.920987627081381,0.919637437706132,0.852512665123732,0.920219270440113,0.812541123712994,0.910871704411498,0.874850971065374,0.90582495597266,0.620637443251238,0.866070592682932,-0.0222909430274499,0.259717437295077,-0.0210522455229717,0.121447247107814,-0.117929091563429,-0.241234210319608,-0.167392254029447,-0.0285022403161622,0.174532567941928,0.416152241436378,-60773.8158428903
0.125553119379186,-0.0434861057008912,-0.0498458489150004,-0.0938059558943526,0.482673775527924,0.0563995946143574,-0.107199353358819,0.385938242799149,0.278104566189619,0.0149153275344002,-0.0173085273070655,-0.333649274418082,0.180332638261008,-0.165066917124537,-0.080052350995371,0.853844893176177,-0.179592543184787,-0.000685707342163864,-0.216136973713229,0.900072182394918,0.261107260819497,0.0918714360938041,-0.383909451956997,-0.740889469240532,-0.338920499908923,0.0815234830226758,-0.59171283766118,-0.12068276601147,0.404629015082146,-0.576837811314312,0.488865305724247,0.516427253553125,0.633228895376203,0.561250428445098,0.636227179284483,0.825675910891009,0.735798343936798,0.459027011835573,0.414029046502721,0.467510230453609,0.40403368957304,0.451616228410475,0.573424368197332,0.462738413045394,0.610995039558724,0.46942695666056,0.543644925505587,0.4568336181733,0.848220874627997,0.558487168516668,0.899460897606205,0.895878106734504,0.814752790272624,0.865390067223313,0.801424798182458,0.604263633205899,0.73136018866618,0.914041025554415,0.928803717780822,0.89709492796927,0.916879644427008,0.919152829826796,0.851203499942368,0.920884386163312,0.812959780763005,0.910885800241713,0.874532733745508,0.908610828399429,0.618922794802439,0.867062330970276,-0.0240259552161307,0.238725478840645,-0.021835510439738,0.139220429277215,-0.11242512078249,-0.251394458522143,-0.159488575172724,-0.0114577077964798,0.183111473445616,0.419774743802755,-60772.1879506104
0.148030346634427,-0.0564600632992331,-0.0656964852606157,-0.108263910877821,0.531049466712565,0.0571809569175721,-0.0869878700710124,0.367401901639719,0.248218211179714,-0.00701756414092756,-0.00449307524233023,-0.311673424842426,0.171493069989021,-0.144110669235605,-0.0858181713020035,0.905786271157082,-0.198141995193372,-0.0241825261888044,-0.235261451157193,0.92441515817222,0.277750023618411,0.103760222321191,-0.377120088668418,-0.7686075750151,-0.340534799123776,0.0897983635434656,-0.604710733746029,-0.16104675908968,0.374079775566822,-0.589746636488163,0.493281262607708,0.509430671393576,0.62443763315124,0.561513427975582,0.625876642073788,0.826457651118495,0.736904898729264,0.452032285803698,0.40844510198246,0.465079598162385,0.404603937248678,0.449205017578455,0.573800957895275,0.463971323773757,0.613789918553138,0.471074593400811,0.540168551026811,0.454568470473223,0.846186077885098,0.56162586652611,0.904967099442997,0.897455921305702,0.819293941570972,0.854564653981178,0.806798470153897,0.602983860553519,0.731553542686432,0.917264930868483,0.924324260579624,0.88671018194777,0.932373587371247,0.92265150720452,0.859970952159746,0.919207989112465,0.809519606273893,0.912508778977123,0.882359220039514,0.896430951223702,0.619732945859996,0.86273248932817,-0.0419360975847472,0.226334421473907,-0.0197828282732604,0.158651271847767,-0.108347031227295,-0.260421734143155,-0.159970828160515,0.0232364496161397,0.194261355377725,0.417364534894265,-60771.7160017651
0.15739858991876,-0.0628054830877917,-0.0730056673190252,-0.115740066382512,0.55080050056353,0.0574388634383838,-0.0793080685642867,0.358669755479054,0.233933666578342,-0.0178997410524474,-0.000673958535305568,-0.301532813417655,0.169381036655576,-0.134502371979645,-0.0865391497422827,0.925972992435176,-0.20618377090893,-0.0343157802420307,-0.24284831366193,0.934260688037663,0.284072100331794,0.10795987112797,-0.374552693894476,-0.780019205900087,-0.341388198071957,0.0938631332703742,-0.610978606118839,-0.178149740805158,0.361655395470353,-0.59749867615321,0.49533359832136,0.5046885087821,0.622157182080725,0.564312286692641,0.618774208719874,0.82731054820041,0.736976101300039,0.447389146058676,0.408493898216862,0.467578388151116,0.400953375879176,0.447086993302174,0.571372689082539,0.46605445744141,0.615888010443387,0.471064730311881,0.537426428303027,0.457155468264573,0.845010875219495,0.564448949511554,0.903602466935453,0.897763945339273,0.820015231528042,0.856133041791081,0.809600791615716,0.601991331013604,0.731337300572683,0.917730846299483,0.925457485182235,0.888108107407198,0.930035448881301,0.92213030808927,0.858996442968588,0.918742137994268,0.809845188584654,0.912188203910418,0.88142059167429,0.899128519221898,0.620171149617235,0.862610630507502,-0.0522092413575581,0.224097939785375,-0.0179497371582158,0.165315541837919,-0.107340689905628,-0.263433882244185,-0.161585693285637,0.0395799970692335,0.198513121088846,0.41513112103881,-60770.6209813637
0.165249221710323,-0.0738349366411714,-0.0829621973681667,-0.128832122236842,0.564376384507847,0.0591027137038409,-0.0765495894986225,0.34584466949021,0.212641221444588,-0.0203823631717875,-0.00583068100847002,-0.288051940774353,0.17372428606607,-0.126034765336415,-0.081884726191934,0.94358447880001,-0.213822449252658,-0.0431014902218728,-0.246766142884274,0.943384945715171,0.287032148078342,0.108967459810966,-0.37411254931002,-0.78460124064658,-0.343760755428645,0.100240822532982,-0.614989223044438,-0.187718439849457,0.358745260830599,-0.609695711214103,0.49053786924719,0.511014955147526,0.630060507965132,0.557203773640167,0.623844657463497,0.825650862283837,0.733258228510327,0.448405268771969,0.409755167602522,0.468050630762168,0.398665645468601,0.44436400405102,0.572389355664473,0.460377867539466,0.61120975134734,0.468617539579279,0.539137702071487,0.45681680626547,0.844848463017391,0.562143564887596,0.902971353001789,0.898226331188474,0.816629897793906,0.857520339441397,0.807445199969685,0.60343492604007,0.732821372929584,0.916942509664366,0.926391815783053,0.887790774319138,0.931212172961106,0.923254379694782,0.858546178014574,0.919014407855013,0.811779662733481,0.914945436686617,0.878764844647681,0.897572641622869,0.619391972418069,0.865631669772337,-0.0652592045282919,0.233625170918844,-0.00985634082277388,0.157398276195985,-0.108317196733199,-0.264215971337943,-0.160783706516197,0.052376314661737,0.195971229432442,0.408320075380994,-60769.4471537807
0.168195416095243,-0.0809968921079815,-0.0891205155897677,-0.136841460540517,0.569970096975993,0.0600715296685526,-0.0764913243533865,0.337580869883985,0.199911348685631,-0.0200133225512862,-0.0078990645642757,-0.280540732275939,0.176520833105934,-0.122442943705093,-0.0799071384947944,0.952835991227882,-0.217689450827998,-0.0472935115889991,-0.248331910003257,0.948321710510009,0.287757938989352,0.109011744794296,-0.37441436413955,-0.785729082931567,-0.345540987581966,0.101702471777789,-0.616628130597379,-0.190328031802343,0.359532834079744,-0.615867385190962,0.489815090688377,0.510128412646706,0.631768023277675,0.555417688194126,0.627026255862278,0.825319554007035,0.731589694681361,0.448985928763063,0.408729106558506,0.467634433810083,0.398193761008752,0.443332685320484,0.571795954314084,0.460060185536299,0.609810723890633,0.466541092249582,0.540836449849416,0.455991938129131,0.844701175252756,0.558986085075883,0.906252474762408,0.895717281014447,0.816143225548114,0.857959344674793,0.806701121085677,0.603860652809011,0.733425489137056,0.918775454196814,0.924714273409764,0.889309592469885,0.930607343873019,0.923441876896171,0.857749338595816,0.920634663660218,0.811402057056161,0.911118106058337,0.882961238322995,0.900255574276486,0.619143631238231,0.861356521102165,-0.0689282553725621,0.2385069221695,-0.00581083035663074,0.150805585791557,-0.108534595286711,-0.264844766046191,-0.15864832157967,0.056660783365881,0.193299171149188,0.403867037738141,-60768.8031728803
0.175217157844692,-0.121418602571399,-0.122695263390685,-0.17895626361947,0.587362623029545,0.0647954600416249,-0.0838867268341061,0.290682803081934,0.134155892618401,-0.0105478956608647,-0.00963974051539941,-0.243667545254751,0.191092736292686,-0.111143894296485,-0.0754014846690147,0.995289411430142,-0.234732900817058,-0.0641893095176612,-0.253891202226262,0.971996819603828,0.286310537423162,0.106815143034188,-0.37900969464319,-0.78523928942362,-0.356170972726397,0.0947890787976843,-0.622278058064319,-0.188594966713773,0.375481345575965,-0.641116385901854,0.488704371421875,0.490414850426852,0.622081646686122,0.560601724794595,0.633462801992543,0.825458837598014,0.728285466325676,0.444702063158246,0.39962201534865,0.459921602530642,0.40015897992539,0.442657029126816,0.564144239251562,0.471453123053818,0.613512304095743,0.461261217121263,0.534345011950622,0.442569068098281,0.842599125946927,0.554435720087775,0.903512278324654,0.90028612327603,0.819695939452497,0.856115315106553,0.803637133821264,0.6031913430914,0.735232876475543,0.917342395410472,0.927323686903286,0.891212761628737,0.930901867963662,0.922803218424843,0.860037736450063,0.916863436689726,0.80999654007631,0.913854628438595,0.881714695014691,0.900424177378778,0.618650613788276,0.865995199161372,-0.0627393824099015,0.255256777391046,0.00683057378591942,0.111104396613201,-0.10786265660602,-0.269390207776337,-0.139844556843788,0.0621833968636241,0.174162052681824,0.379866704898905,-60765.8245420633
0.184011441585122,-0.168977247023317,-0.161636278088104,-0.223880626753109,0.598353530203049,0.070279749472622,-0.0973076789060257,0.233601982897909,0.0656966911754974,-0.000167224436037007,-0.00443116051788407,-0.199478337688073,0.210609117345233,-0.103685771455628,-0.0717919742606734,1.03502649461956,-0.252618525869849,-0.0794716494822616,-0.261867130860211,0.996210056123113,0.27950279613147,0.101008881726708,-0.388765112353827,-0.784268145774151,-0.360511569275369,0.0785536082137696,-0.628255198955667,-0.174160571426702,0.404108404188343,-0.663045374468884,0.485710608432527,0.500058786542852,0.617473322373768,0.559015244595058,0.602525084698614,0.823305478939271,0.731640991529425,0.434107267184122,0.392661621194052,0.458559963418763,0.393947054379578,0.439245942772453,0.565739776418981,0.449622870817112,0.610015115739011,0.458544623314588,0.523818776929803,0.451541415292653,0.838823657295264,0.555679459722672,0.905435849507961,0.901559524820214,0.819379843587543,0.852974973736135,0.816150561293105,0.603181607502351,0.734012490843951,0.922302749977925,0.928266153021186,0.886470390170708,0.930945100299734,0.921398850328483,0.865111562798087,0.917079932078859,0.808703994615341,0.920592333162393,0.876896441065298,0.907438315861035,0.618049943381864,0.854591085403582,-0.033808730574638,0.262334363157271,-0.00470627612181428,0.0794427280049373,-0.114325623187618,-0.268778157031784,-0.126536903029445,0.0617441883784222,0.146452549841879,0.35836878267349,-60763.3248136
0.188336014819075,-0.185188653437997,-0.174863065994948,-0.238305749379245,0.600773209102209,0.071953803781356,-0.102485375376068,0.2136225808066,0.0440293247760987,0.00220762999147638,-0.00330023259396534,-0.183905048339075,0.218148080450632,-0.10172866296802,-0.0699072055586181,1.04581749275982,-0.258731424492244,-0.0841793073874434,-0.265462322681172,1.00361259247337,0.27606857004592,0.0980756982117911,-0.393439857057248,-0.78475610909712,-0.360221966118789,0.0732098341606904,-0.630603084373775,-0.167367017549534,0.415383652611292,-0.669690760958313,0.483574568895739,0.502614586030904,0.615880116525843,0.558113627384792,0.592942567761577,0.822596009539532,0.732160376120677,0.429691591233822,0.390845671846489,0.459845764043165,0.391414439462658,0.43657952055283,0.565490970696106,0.442971002633675,0.608841064386515,0.456664519986728,0.523368499505258,0.452648150871393,0.837535052674767,0.559387048883789,0.905082552765527,0.896411244842871,0.81990957263954,0.85559012564665,0.819370620117668,0.603153333760035,0.732355221223219,0.920838680739099,0.928112697765816,0.889200932846238,0.932960705947808,0.922755427611092,0.859991922709937,0.919598259899036,0.811574310675377,0.915260019683035,0.881933808983435,0.900163054210978,0.617330074576174,0.860518920776838,-0.022476305647916,0.263378564556471,-0.0138252451991625,0.0727130897648412,-0.118786256369643,-0.26668407990842,-0.125245558115191,0.0614116905060476,0.136001800713835,0.352983240424448,-60762.1672300212
0.204441576364911,-0.212089625199843,-0.196653365652702,-0.257997966382931,0.599006594260482,0.072928830512974,-0.113714836689997,0.177603210371027,0.0159254681221427,-0.000734641733659845,-0.00844099540376437,-0.155468785597644,0.235447401923639,-0.0998797186149838,-0.0617370334042231,1.04765067632943,-0.269971648856871,-0.0904249130670933,-0.277105084184472,1.01112354052874,0.264465727746476,0.0875512581103236,-0.409410329808737,-0.791802264940975,-0.352420523409761,0.0684611092756667,-0.636934434206694,-0.147502115765022,0.440506912070298,-0.67789686316828,0.479132265296138,0.497567043942005,0.60990619548364,0.547980656158863,0.602780699612454,0.82100702401606,0.730407355550393,0.42471450762943,0.390245676647367,0.459829736564575,0.38444468349405,0.423231814535376,0.57044663404191,0.450881706128439,0.600734254524174,0.460375706325132,0.525669823449443,0.450421298547319,0.837487686744615,0.555032139011279,0.905234153589478,0.897362803508901,0.822324014412133,0.857578411425203,0.815520888181892,0.604968205524533,0.733261050184624,0.921519219893697,0.928907731464724,0.887058761596889,0.934070229156698,0.925599095418015,0.859478793557675,0.916539868536027,0.814562731971687,0.91396147502308,0.880443926656671,0.903964006191297,0.615599034446604,0.861556479155578,-0.0033661200173005,0.261018961720052,-0.0517095049126951,0.0824325594183807,-0.137109324680823,-0.254042658672197,-0.140608615953594,0.0601316903268669,0.114904988014052,0.354607033575182,-60759.8283746875
0.20749750892541,-0.215499491326096,-0.199396679073149,-0.25992994428059,0.59752779931483,0.0716696311717031,-0.115972498118972,0.172393829730148,0.013229415126652,-0.00218529866512655,-0.00969574449511717,-0.152824445862163,0.237311474102057,-0.0994012100731883,-0.0604943667742486,1.04465902238996,-0.271704019538557,-0.0909960697217164,-0.279756465873079,1.01090815924042,0.262333651665991,0.0849492266119785,-0.413300876254497,-0.794251523358612,-0.351307473552611,0.0686677262376111,-0.637568761549457,-0.142704792276675,0.444647304044385,-0.67775652537753,0.479479244715189,0.497588473301914,0.611637048993015,0.548640327050279,0.603324699194628,0.820850703410466,0.729078958505224,0.424783368573399,0.388184778727842,0.459596679652965,0.385752429642306,0.424334056794612,0.568325643671402,0.450878503089987,0.601966825001913,0.458530836399232,0.524504491558648,0.448304034850347,0.837098568165735,0.552753273684432,0.906377550010019,0.897663799801615,0.821702203547812,0.858465681202969,0.815425286152133,0.605132493045468,0.733667328725649,0.923555801188521,0.92911166373185,0.890166506055405,0.933708371103818,0.925080943812885,0.858266350497544,0.917154617744591,0.813496926492077,0.916953888582445,0.879191978859733,0.901156826610259,0.615685868570178,0.859543400097995,-0.00299944775945537,0.260570690319027,-0.0557581522553674,0.085469035591244,-0.138688352812338,-0.252683728866125,-0.143272133997592,0.0579037852960538,0.113420993358999,0.356042938230883,-60759.3462267687
0.235922794843447,-0.238775581461584,-0.21781223838849,-0.269746693747301,0.579039424056177,0.0539297437213993,-0.137248271484325,0.133058630405176,2.46822775212038e-05,-0.0144409676258959,-0.0178772143923937,-0.140899312238145,0.247762514612877,-0.0930858469800496,-0.0506377362453531,1.00467231928771,-0.285532735239236,-0.0933245831411044,-0.305125222006806,1.00177426666973,0.244628492398963,0.058872740245838,-0.451996454363821,-0.82075020878686,-0.343332568071887,0.0748448115752572,-0.638959819941929,-0.0940102115389893,0.479814582307973,-0.667854964481269,0.478014590185127,0.498727910997193,0.633046756527752,0.555435322889515,0.601932764802088,0.819471670376156,0.718088225488512,0.422059747447915,0.367346369223191,0.447297565664917,0.402068460159758,0.443817746062853,0.550689404792756,0.441643082774528,0.619963527784232,0.427144860054471,0.516291372616984,0.435231381484749,0.83238165473137,0.543246243473374,0.902813101523834,0.895679665365576,0.811552582495338,0.853126859885557,0.815781933588866,0.605622445135017,0.741472775205471,0.918681342442513,0.933327994812983,0.886389307785224,0.931753185328669,0.92183450266629,0.870020688794336,0.917286105585563,0.80682668199982,0.916468345950602,0.886144088150855,0.914684361869064,0.617108811737149,0.86933417596851,-0.014228871197525,0.256985092785542,-0.0726149393863975,0.114899473485283,-0.140938409304824,-0.24760325519774,-0.162505542212434,0.0275620729194698,0.112724691726632,0.372538793859934,-60758.237487806
0.346089665421293,-0.291973010741717,-0.257115367248973,-0.27621479874385,0.481587487857615,-0.0446506820856387,-0.22742840682687,0.0249711669929429,-0.00937412694416093,-0.0227832654001605,0.00208166166034442,-0.157000479191326,0.257075662885209,-0.0547256553431081,-0.0251693052944274,0.829371888137855,-0.325662388077041,-0.0828212513789335,-0.396542942890484,0.934885492053411,0.206249847596584,-0.0490981588108462,-0.605714166633873,-0.92510224458522,-0.295783058843517,0.126289133070234,-0.589065358371129,0.127204987418441,0.622248694834638,-0.570400095281801,0.435728858300345,0.461400514916157,0.611923848190745,0.535412542846771,0.590782327127322,0.811967941134374,0.716626653934027,0.403903177651223,0.381689964138001,0.439884805276169,0.381164917333307,0.421038635521119,0.550201049068282,0.409844810648504,0.589259856879807,0.41771975513443,0.494796343822896,0.418333322608747,0.820773269541801,0.559837142554765,0.900711416595774,0.918919705684119,0.817112829562154,0.858579970913841,0.821402353289605,0.607394235102182,0.739932428528533,0.912957729060657,0.934345245040395,0.894308083947702,0.928494236164704,0.931593495052243,0.86665374010951,0.913795892515919,0.813874419779896,0.916312102039856,0.902359863071207,0.910288566469245,0.611709057454464,0.85006198256378,-0.11165216695544,0.250614773145895,-0.00123022327679415,0.210848010582179,-0.0686758741878587,-0.27711453674618,-0.184646247073115,-0.133455979327771,0.178420517451406,0.444789791511267,-60756.7184431617
0.356234143682768,-0.295979893420433,-0.25999205662271,-0.276394238689819,0.470707561031461,-0.0552034164321143,-0.237427083028301,0.016571985944157,-0.0111468488431403,-0.0228911047028271,0.0045197484547802,-0.162057473882936,0.258141991161292,-0.0513466329378054,-0.0237070953814899,0.810288117583875,-0.329432245739492,-0.0814435255814912,-0.404808563316799,0.926747290780241,0.20328103286288,-0.0603182183266109,-0.621485645441164,-0.935756973624773,-0.292579951171854,0.130547942978983,-0.582105379656305,0.148266904640288,0.636491077298016,-0.560050602911187,0.436331705307803,0.456395205969887,0.608348866342366,0.53212673974598,0.588382837047479,0.811211384766098,0.716149315442174,0.404682514519212,0.380803302390872,0.438805797520243,0.37878140605286,0.416129012223631,0.551120934083353,0.408567854468065,0.586630516871855,0.417716677157795,0.491349132025612,0.419275506716294,0.819651227610878,0.557330253408753,0.906738962958307,0.909670156454099,0.817882559155752,0.859958451902601,0.820567298274237,0.607730470417377,0.739668761335482,0.916747109006649,0.930120802454379,0.891519343825597,0.933270914846104,0.926666654926144,0.86550859976221,0.919127046651378,0.817190963700488,0.917214472937165,0.893763924810423,0.912598939708337,0.611278636629403,0.855934666267521,-0.119770111962527,0.250213696789375,0.00799992044981153,0.220359264165395,-0.0624108943899059,-0.27977208605967,-0.187193220325798,-0.147482750053335,0.187063985029068,0.451415245419575,-60755.6812701913
0.363098003979846,-0.293440675167962,-0.257484129694331,-0.274551770191317,0.453042845144424,-0.0689506253305296,-0.253247070489844,0.0205863671277463,-0.0180778311514011,-0.0189368062677557,0.00801572352610973,-0.184365545889076,0.261982345681114,-0.0506160844796751,-0.0271062577331061,0.782474322110913,-0.332193560358873,-0.0784414655840811,-0.408283665121538,0.910774355472918,0.204728703033434,-0.0744306504087918,-0.639857132981808,-0.948199493450214,-0.296876566014314,0.130197546636453,-0.564391912989707,0.163583425544383,0.651966101174073,-0.547018962722564,0.451769958311268,0.458923541990655,0.6011825301228,0.524353276678085,0.58278488161894,0.811072043423203,0.71324762664712,0.40535381302086,0.36726758231191,0.43968632635611,0.373587053608463,0.40537384295435,0.555065547029715,0.408678060297233,0.586224174204202,0.420510635733203,0.495443922939707,0.429375004288703,0.818751569964528,0.528485273426409,0.900750326684082,0.909638176230539,0.820465136165627,0.861455763913809,0.822885223318687,0.607362840521674,0.740187047540254,0.91490817556367,0.93488739462193,0.892102003688098,0.933325097727982,0.930666658723877,0.863650213133889,0.917289538759924,0.817344525507887,0.915994443487485,0.894242146329591,0.909565049150611,0.610245295796442,0.863987330953054,-0.117743422436681,0.251449251445407,0.0246885691660078,0.231023255687631,-0.0641751160191585,-0.27902060058856,-0.194186485451406,-0.148717129800149,0.20503816940188,0.455037552037965,-60754.5286558856
0.367199327362233,-0.283728037047111,-0.248371251530687,-0.270231509783884,0.43539632505451,-0.0759174014777304,-0.266172231417967,0.0369518232849543,-0.0218085486725355,-0.00915880697496293,0.0107344589129382,-0.208186949907947,0.270439437870123,-0.0522227667019371,-0.0304940344882258,0.764659595005272,-0.331077974997859,-0.0741201115814895,-0.402382811131133,0.895609745016687,0.21262448188194,-0.0839512320209838,-0.647804560084447,-0.955742924763746,-0.297750018537364,0.129736055724798,-0.541579586569297,0.165214736457255,0.663218978934276,-0.536231425880114,0.446570698137133,0.463688954475521,0.602122013981193,0.525655679528138,0.580976165943502,0.810297003122124,0.711925214114409,0.397126970217799,0.360472491722611,0.437149532012817,0.374279558875112,0.402689008161995,0.550627155613283,0.41243910319408,0.584444034475841,0.420514740880056,0.496171097748894,0.424406081710828,0.817478237675788,0.531936069255849,0.901963955837124,0.912178198968588,0.820018453660659,0.863302757507115,0.823843385053098,0.607501984765682,0.740841596561138,0.921690032574502,0.931266931070027,0.89133738872778,0.932730456390907,0.930714923363366,0.863618811548274,0.912225531726828,0.818563234682404,0.912849649202198,0.892686405319406,0.910477638366999,0.609673548445043,0.864334929462793,-0.106870621727556,0.255964481737358,0.0366109637908651,0.237934293713382,-0.0740122151439439,-0.275116689980725,-0.202668179004676,-0.134531670657457,0.217632405355432,0.454761342485136,-60753.3575355523
0.369940025501018,-0.274961881841959,-0.240022332198181,-0.266305261197573,0.420416144931236,-0.0804704921065762,-0.276201286359926,0.0510401391814464,-0.0232127346930836,-0.00235526457043578,0.0121763744155947,-0.226763573227552,0.277586891020763,-0.0539068331607282,-0.033237069472382,0.751187573379457,-0.32950521066144,-0.070510425106221,-0.396334021890469,0.883820713883284,0.219386471928642,-0.0910886529888366,-0.652405655626221,-0.962282331158548,-0.297926808900852,0.128813193955454,-0.523668425808145,0.16497525178962,0.671199755000303,-0.527877252388847,0.441442953552687,0.464725951895634,0.602455676007524,0.525401867990076,0.580204190168826,0.809652109666017,0.711166809350856,0.389936459593866,0.35848949133547,0.435872125979874,0.37467315053771,0.401468330793475,0.548628225034064,0.41562574084839,0.583177748846522,0.41983163038038,0.495810033489956,0.420248274766357,0.816859258147167,0.535780268465407,0.903104153035747,0.905306951080212,0.819590754210869,0.860224499721782,0.824038158757285,0.608115369505643,0.741016025863864,0.917844009120386,0.937841659813519,0.893580136679964,0.933418729935362,0.931530048396552,0.8653920623551,0.914556341582358,0.817972559478826,0.916586120128103,0.893129004244392,0.911805504894898,0.609686778546413,0.860429468462534,-0.0977018833924575,0.259727808359693,0.0452667309377567,0.24239972682056,-0.0819401678422149,-0.272731767451747,-0.208792989139791,-0.122386952051737,0.225576192334504,0.454239903842237,-60752.5313277252
