"b_City_Midwest","b_City_South","b_City_Northeast","b_Age_GenZ","b_Age_Millenials","b_Age_Older","b_Inc_Mid","b_Inc_High","b_Hel","b_Vdc","b_Edc_MoreBachelor","b_Gen_NonMale","b_Chl_Yes","b_Ngh_NonUrban","asc","tau_fewer","tau_same","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2.5,-2983.46030423895
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2.5,-2983.46030423895
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2.5,-2983.46030423895
0.0418157517560758,0.0598619811353274,0.0506791161024012,0.0359841035970021,0.123004561464768,0.0285196432378143,0.100079217227176,0.11634512571618,0.335155202337774,0.17612323485082,0.186347057897365,0.122241118660895,0.142747544159647,0.150387437606696,0.271407917171018,1.19788377769873,2.53070830498473,-2169.57387600497
0.0611842535501274,0.0846902781382264,0.0482329186700775,0.13169643117466,0.205089362813034,-0.015069069044832,0.197658476813329,0.0340406637489103,0.0917934790461248,0.0185658085322617,0.136695277189454,0.132548972213188,0.250399214333793,0.146464947828125,0.412102290092797,0.850032818712253,2.73786489108794,-2070.40648828937
0.0770373576951617,0.111435637552732,0.0479446646685868,0.241218490137311,0.284272361139853,-0.0615116657857708,0.280936137808517,-0.0369963115467802,-0.0523780927276096,0.0129312055836416,0.0819029762153174,0.143727401529537,0.367899765098679,0.121302589031409,0.572061775527055,0.820301899527399,2.60763632495447,-2027.15872259399
0.0420199256407229,0.127916833973472,0.0109712932644317,0.591353084185892,0.210249693396665,-0.124739987670542,0.134965613505789,-0.150576173893028,0.0128395615517491,0.128653712610876,-0.305171880759371,0.040764571142452,0.398285847046554,-0.212588004248491,0.878330191323752,0.631987659588509,2.48968215363482,-1994.5154331335
0.0348599164987762,0.129026458684942,0.000372133485684507,0.642370838877998,0.195114760171072,-0.115407108761074,0.0795524993572952,-0.140844611455432,0.0260568561542814,0.0704146175620048,-0.337113326818136,0.0261863062959623,0.371867370148125,-0.236501990968024,0.956272592917141,0.60282471530322,2.4409026973716,-1988.75658844008
-0.00469404657349248,0.0831461903596224,-0.0622383676017403,0.706363325381001,0.166949622914634,-0.0608874834895558,-0.136386356956526,-0.114313590522106,-0.111140928905314,0.14636094651467,-0.310187467011858,-0.059971297916309,0.192921175235624,-0.243094489154728,1.19182888225399,0.48409021668459,2.32408091490169,-1985.07981680279
-0.054632201619137,0.0143550368724005,-0.109105989777797,0.672237544202135,0.191454076009267,-0.059499523381077,-0.175031956928115,-0.251957798000687,-0.0989223369314546,0.145026171809447,-0.275393485853755,-0.11639881894454,0.100567859357988,-0.256231905724217,1.29271576649189,0.434437463664201,2.2728467912845,-1981.58200456874
-0.318904551576181,-0.183706623612005,-0.307315872339029,0.389614361062399,0.0435009460551522,-0.192948256230972,-0.587128126657616,-0.613543871430607,-0.104503023212818,0.124149159139904,-0.125263776139718,-0.147282103243327,0.349322590510867,-0.295578197900455,1.55888468849678,0.299708038181715,2.14140733825689,-1981.33520917268
-0.323051537455404,-0.175286184203907,-0.31620597212407,0.361871577367091,0.0123510142287029,-0.205210896118232,-0.616363863523675,-0.663860816210707,-0.109241179495649,0.128601550883307,-0.144697057961306,-0.0887642941681876,0.342179457777925,-0.273358392786837,1.58438942797542,0.28706125151199,2.12854939435009,-1980.26690519199
-0.220473649260656,-0.0577867929493554,-0.205370505090336,0.208614926042317,0.0196259565788244,-0.295526573004275,-0.645788987939968,-0.696490533621971,-0.1227625940786,0.120530105713707,-0.195618448229207,-0.0840077879038116,0.316693510230931,-0.325899152946845,1.66025930258954,0.25022486637163,2.08951597575228,-1975.98200598986
-0.00978390056406805,-0.0480313792985541,-0.0931950746606981,0.163149269069302,-0.222270614429327,-0.336338312814989,-0.432404583077913,-0.691086123342954,-0.134095072244009,0.108646116839058,-0.347023351196018,-0.288019459122287,0.360841708522771,-0.179633945419189,1.7779930124275,0.196228529026513,2.02577880492162,-1974.31600937186
-0.0673143185021589,-0.164867893483928,-0.232013797111579,0.391896907742178,-0.0650498106036745,-0.387588375020748,-0.176400222753382,-0.476775326568334,-0.154744460578259,0.0790451352773073,-0.432560079493506,-0.185012308611597,0.351142881327284,-0.24565505570994,1.76473261355681,0.203860913340905,2.03140709873712,-1961.08822239258
-0.120658373414237,-0.103666755379308,-0.212251892295198,0.449403662889041,-0.0394776565237301,-0.329863856129555,-0.170769812162444,-0.495824313229552,-0.157710932612708,0.0783092816706099,-0.419280807859978,-0.19318165946969,0.363779387884941,-0.242384652504049,1.74634934067828,0.212929096438043,2.04072221684184,-1959.32936896593
0.0311025150657447,-0.127816085199369,-0.113542125723873,0.659843868333497,0.103268228153039,-0.166477293358386,-0.316083084818345,-0.627843172818459,-0.151548371630255,0.0764051596638544,-0.347933450363323,-0.173414651590132,0.438969060188635,-0.225958460418909,1.65781370573857,0.255197892982978,2.0869891032366,-1958.80003195963
0.0875252314473847,-0.0688381883602366,-0.177274986794764,0.707670171431369,0.0886120115553864,-0.174957509365453,-0.318953633555907,-0.654264595141635,-0.14804014420604,0.0740446843421786,-0.282481831758852,-0.170204999422846,0.434493586426055,-0.257313519553366,1.64148534501117,0.262251510872473,2.0962638499794,-1958.66720877705
-0.0239269198294724,-0.037270969728,-0.0684775226879465,0.800613451320117,0.0753194196949158,-0.339168213773581,-0.290791556575658,-0.630861882598237,-0.156917181163183,0.0674821387098899,-0.196279746370454,-0.102567012717045,0.353567745725009,-0.296901450108494,1.6195146546655,0.265775613099423,2.11471042589332,-1957.03035589768
-0.122077900276799,0.0573286216112937,-0.15919050711162,0.736438773441397,0.232359369375407,-0.352229841910952,-0.284938517074886,-0.556014796605567,-0.147693485356225,0.0692840048406467,-0.328445668822885,-0.0876707700692812,0.320760896976299,-0.258712124609837,1.60357716184807,0.262876781147553,2.13354673114232,-1954.91256590046
-0.131087918098908,0.0546144239728158,-0.163414373588303,0.70741048471955,0.233708832708878,-0.302393313538167,-0.263644843610661,-0.541900130998232,-0.154146146495446,0.0680582392410087,-0.338044324465606,-0.0646051983061292,0.321812264221551,-0.296479996201049,1.6115021474396,0.257975465815551,2.13052305794716,-1954.26059984081
-0.114578665550525,0.00900785626804113,-0.16288524016158,0.657116866264515,0.195050278643363,-0.217834805323038,-0.244991497347014,-0.544304819045661,-0.163887870826335,0.0682371599317617,-0.354777675505683,-0.0675134456737002,0.351434802623521,-0.325436796491313,1.6408253760065,0.244829215219938,2.11434608508513,-1953.63280190205
-0.114205486086172,0.00935394650186733,-0.162896383348223,0.65768550682139,0.19538167822359,-0.218480243284754,-0.245370624527609,-0.544610976851198,-0.164011822381311,0.068076518784839,-0.354642596547685,-0.0675133172636347,0.351260985753167,-0.325520375559723,1.64104217559609,0.244439451450736,2.11451882335747,-1953.63267332629
-0.1142106814456,0.00934670090881305,-0.162919673106555,0.657742300986486,0.19538462024689,-0.218512079571205,-0.245408832310119,-0.544674887595637,-0.164054223290274,0.0680653280792076,-0.354674141196847,-0.0675359362161132,0.351291909386755,-0.325546966876643,1.64112797412583,0.24432097534623,2.11455097766939,-1953.6326694528
